Rownum,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Mean AQI
500616,0.025353,0.041,9,38,0.2375,0.3,5,3.0,0.2,0.6,12,0.0,9.8875,25.8,22,24,16.25
119955,0.005471,0.013,8,12,1.254167,2.0,23,23.0,1.043478,3.0,5,4.0,29.434783000000003,39.0,18,37,19.0
27002,0.023765,0.031,11,29,0.725,0.9,10,10.0,3.4347830000000004,6.0,5,9.0,36.782609,56.0,11,53,25.25
196716,0.004118,0.01,8,9,0.941667,1.3,8,15.0,1.0,1.0,0,1.0,59.478261,88.0,12,87,28.0
438885,0.031059,0.063,10,77,0.55,0.9,2,10.0,0.508333,1.5,12,1.0,27.891667,48.0,23,45,33.25
375335,0.023286,0.03,7,28,0.6190479999999999,1.0,0,11.0,0.022727,0.2,11,0.0,20.038095,33.3,15,31,17.5
252121,0.0072349999999999,0.01,15,9,0.6375,0.8,1,9.0,0.478261,1.0,1,1.0,33.130435,43.0,10,41,15.0
51023,0.009647,0.022,9,20,1.408333,2.1,23,24.0,2.043478,3.0,5,4.0,34.260870000000004,47.0,17,44,23.0
197377,0.022176,0.033,11,31,0.175,0.3,9,3.0,0.347826,2.0,7,3.0,7.26087,24.0,23,23,15.0
406995,0.012824,0.023,10,21,0.8375,1.1,1,13.0,0.669565,4.9,19,6.0,40.222727,51.1,20,48,22.0
375710,0.038071,0.051,10,47,0.395,0.5,9,6.0,0.05,0.5,4,0.0,13.0,25.9,9,24,19.25
309937,0.037647,0.04,11,37,0.233333,0.3,7,3.0,0.15,0.9,6,0.0,6.927273,20.8,19,19,14.75
500294,0.025294,0.044,11,41,0.579167,0.9,8,10.0,0.375,0.9,10,0.0,26.991667,53.5,9,50,25.25
562675,0.029529,0.037,11,34,0.225,0.3,11,3.0,0.075,0.3,12,0.0,7.883333,19.9,9,18,13.75
375357,0.011357,0.021,9,19,0.691667,1.0,7,11.0,0.2,0.6,6,0.0,27.057143,39.6,19,37,16.75
407285,0.048529,0.069,11,97,0.3625,0.5,10,6.0,0.282609,6.0,16,9.0,21.643478,50.6,9,47,39.75
277381,0.027118,0.048,11,44,0.379167,0.5,10,6.0,0.05,0.2,9,0.0,27.530435,41.8,9,39,22.25
278475,0.028824,0.033,11,31,0.195833,0.3,1,3.0,0.134783,0.9,0,0.0,21.926087,40.7,0,38,18.0
226025,0.013647,0.027,10,25,0.658333,1.0,9,11.0,0.692308,2.0,10,3.0,23.782609,45.0,21,42,20.25
26181,0.023412,0.029,11,27,0.6875,0.9,10,10.0,2.545455,4.0,13,6.0,39.0,58.0,10,55,24.5
407005,0.01325,0.028,12,26,0.325,0.5,9,6.0,0.073913,0.3,4,0.0,24.526316,37.4,20,35,16.75
407284,0.048529,0.069,11,97,0.470833,0.6,10,7.0,0.282609,6.0,16,9.0,21.643478,50.6,9,47,40.0
225960,0.040706,0.061,11,71,0.8125,1.3,7,15.0,1.304348,7.0,6,10.0,28.478261,65.0,7,63,39.75
50832,0.043765,0.054,10,50,0.4375,0.5,0,6.0,1.608696,2.0,0,3.0,14.26087,24.0,5,23,20.5
376485,0.032059,0.04,10,37,0.5,0.5,0,6.0,0.15,1.2,8,1.0,5.152174,15.4,7,14,14.5
278263,0.043412,0.048,11,44,0.295833,0.6,8,7.0,0.265217,2.3,8,3.0,14.169565,40.1,8,38,23.0
277466,0.024824,0.042,9,39,0.583333,0.9,9,10.0,0.795455,2.9,10,3.0,36.956522,56.1,10,53,26.25
438713,0.040294,0.061,10,71,0.257143,0.4,9,5.0,0.295833,0.6,10,0.0,11.659091,19.1,9,18,23.5
407182,0.035647,0.054,10,50,0.358333,0.5,1,6.0,0.013043,0.2,18,0.0,13.182609,24.0,23,23,19.75
530577,0.010176,0.023,9,21,0.454167,0.9,23,10.0,0.366667,0.8,19,0.0,23.275,41.4,19,39,17.5
407961,0.027941,0.035,8,32,-0.1,-0.1,0,0.0,0.0086959999999999,0.1,0,0.0,1.7652169999999998,6.6,1,6,9.5
470588,0.041412,0.049,10,45,0.0166669999999999,0.1,9,1.0,0.529167,0.9,9,0.0,4.2625,10.7,1,9,13.75
119830,0.036706,0.063,11,77,0.55,0.7,9,8.0,0.304348,1.0,5,1.0,21.652174,35.0,9,33,29.75
375429,0.027353,0.039,12,36,0.358333,0.4,0,5.0,0.042857,0.2,4,0.0,15.913636,30.4,20,28,17.25
562532,0.026364,0.028,14,26,0.2,0.2,0,2.0,0.029167,0.1,6,0.0,5.168421,13.7,9,12,10.0
375998,0.0225,0.027,15,25,0.738095,1.3,3,15.0,0.152174,0.5,1,0.0,26.209524,40.4,9,38,19.5
439736,0.037471,0.059,11,64,0.525,0.8,2,9.0,0.679167,1.1,21,1.0,15.029167,44.0,23,42,29.0
562382,0.030588,0.047,11,44,0.3875,0.5,0,6.0,0.108333,0.3,6,0.0,15.829167000000002,31.7,6,29,19.75
225113,0.018882,0.034,10,31,0.758333,0.9,1,10.0,0.5217390000000001,1.0,5,1.0,30.85,46.0,0,43,21.25
278507,0.012471,0.026,10,24,0.566667,0.8,9,9.0,0.5375,3.2,9,4.0,33.365217,53.1,21,50,21.75
500383,0.035882,0.054,9,50,0.3625,0.5,1,6.0,0.925,1.4,6,1.0,15.479167000000002,38.9,0,36,23.25
168484,0.037706,0.047,11,44,0.1333329999999999,0.2,7,2.0,2.043478,3.0,5,4.0,6.695652000000001,23.0,7,22,18.0
167746,0.039375,0.043,10,40,0.218182,0.3,11,3.0,1.473684,3.0,13,4.0,19.0,28.0,0,26,18.25
592569,0.0375,0.038,8,35,0.1,0.1,0,1.0,0.0375,0.3,6,0.0,2.625,11.3,6,10,11.5
342561,0.017353,0.033,10,31,1.370588,2.0,7,23.0,0.418182,1.5,22,1.0,22.422727,39.5,22,37,23.0
120490,0.038235,0.052,9,48,0.2,0.2,0,2.0,6.565217,7.0,5,10.0,0.695652,4.0,8,4,16.0
530629,0.028412,0.033,10,31,0.291667,0.4,9,5.0,0.05,0.2,7,0.0,10.0,29.4,7,27,15.75
3162,0.026941,0.047,11,44,0.583333,0.8,4,9.0,0.478261,9.0,5,13.0,23.608696,40.0,5,38,26.0
97642,0.062529,0.0819999999999999,9,140,0.2125,0.3,6,3.0,2.347826,5.0,0,7.0,15.73913,34.0,0,32,45.5
142675,0.0118819999999999,0.027,10,25,0.970833,1.5,4,17.0,1.2608700000000002,3.0,11,4.0,34.347826,52.0,19,49,23.75
562769,0.038471,0.053,10,49,0.258333,0.3,8,3.0,0.079167,0.2,10,0.0,4.6,10.2,9,9,15.25
531024,0.025706,0.043,10,40,0.416667,0.7,8,8.0,0.720833,1.8,9,1.0,16.6625,31.1,1,29,19.5
277320,0.022941,0.045,10,42,0.65,0.9,8,10.0,0.243478,0.9,5,0.0,28.558333,47.2,23,44,24.0
120595,0.029882,0.042,10,39,0.0,0.0,0,0.0,6.6521740000000005,8.0,22,11.0,1.173913,12.0,23,11,15.25
3166,0.025824,0.046,10,43,0.441667,0.7,13,8.0,0.173913,4.0,5,6.0,20.521739,36.0,10,34,22.75
97691,0.048353,0.054,10,50,0.0,0.0,0,0.0,3.086957,5.0,0,7.0,1.304348,13.0,0,12,17.25
376567,0.033176,0.059,10,64,0.416667,0.7,7,8.0,0.318182,1.1,8,1.0,18.308696,37.3,7,35,27.0
438797,0.039,0.055,11,51,0.25625,0.3,0,3.0,0.270833,0.7,14,0.0,10.926316,15.5,6,14,17.0
407392,0.0195,0.037,12,34,0.341667,0.4,0,5.0,0.05,0.5,12,0.0,17.093332999999998,23.7,2,22,15.25
310058,0.023353,0.034,11,31,1.816667,2.5,8,28.0,0.763636,3.4,10,4.0,22.909091,42.1,9,40,25.75
278406,0.042294,0.053,10,49,0.0541669999999999,0.1,4,1.0,0.068182,0.4,9,0.0,6.9125,18.3,0,17,16.75
407010,0.0118819999999999,0.017,9,16,0.6375,1.0,23,11.0,0.121739,0.4,13,0.0,29.013043,37.2,2,35,15.5
120685,0.003471,0.01,8,9,0.629167,1.3,2,15.0,6.9565220000000005,9.0,5,13.0,40.347826,51.0,13,48,21.25
26037,0.027,0.051,10,47,1.1125,1.4,7,16.0,0.434783,2.0,13,3.0,32.782609,47.0,21,44,27.5
26775,0.009706,0.016,10,15,0.729167,1.6,7,18.0,0.26087,3.0,5,4.0,30.956522,46.0,0,43,20.0
3124,0.038647,0.051,12,47,0.508333,0.6,12,7.0,0.0,0.0,0,0.0,24.826087,36.0,8,34,22.0
469845,0.046412,0.07,10,100,0.4,0.5,4,6.0,0.116667,0.3,12,0.0,7.466667,12.3,4,11,29.25
470676,0.033471,0.04,12,37,0.029167,0.1,5,1.0,0.483333,0.8,7,0.0,3.3125,15.3,7,14,13.0
531859,0.035412,0.042,10,39,0.266667,0.5,6,6.0,0.3875,2.5,7,3.0,11.195833,31.0,7,29,19.25
120361,0.009706,0.015,8,14,0.5875,0.9,22,10.0,4.9565220000000005,10.0,18,14.0,36.956522,52.0,11,49,21.75
74705,0.005353,0.012,10,11,1.3375,1.8,23,20.0,2.608696,4.0,5,6.0,45.521739,71.0,14,69,26.5
50883,0.016412,0.035,9,32,0.608333,0.8,10,9.0,3.130435,4.0,7,6.0,29.217391,44.0,9,42,22.25
143551,0.027412,0.035,10,32,0.0541669999999999,0.2,8,2.0,2.217391,8.0,9,11.0,9.652174,25.0,5,24,17.25
438467,0.024529,0.051,11,47,0.991667,1.3,1,15.0,0.366667,1.4,12,1.0,44.947826,62.4,12,60,30.75
252423,0.011294,0.029,9,27,0.720833,1.0,23,11.0,0.330435,1.0,10,1.0,24.265217,38.1,18,36,18.75
438476,0.021941,0.045,10,42,0.531579,0.9,5,10.0,0.1,0.4,13,0.0,23.977273,36.0,21,34,21.5
74909,0.033235,0.064,10,80,0.541667,0.7,0,8.0,4.086957,5.0,5,7.0,23.26087,39.0,21,37,33.0
341884,0.031176,0.043,10,40,0.058333,0.1,0,1.0,0.079167,0.1,0,0.0,13.486957,27.9,6,25,16.5
196578,0.037059,0.067,10,90,0.233333,0.3,7,3.0,1.217391,2.0,0,3.0,22.0,41.0,9,39,33.75
592335,0.030706,0.044,9,41,0.279167,0.4,8,5.0,0.554167,1.4,13,1.0,12.783333,22.4,3,21,17.0
51015,0.011529,0.027,9,25,1.495833,2.2,4,25.0,2.347826,3.0,0,4.0,35.913043,51.0,18,48,25.5
530751,0.028176,0.043,10,40,0.345833,0.4,6,5.0,0.183333,0.8,14,0.0,18.1,31.2,6,29,18.5
120506,0.048647,0.056,10,54,0.0,0.0,0,0.0,0.130435,3.0,10,4.0,0.0,0.0,0,0,14.5
120382,0.016059,0.022,11,20,0.554167,0.8,0,9.0,2.652174,4.0,5,6.0,28.69565200000001,46.0,10,43,19.5
438977,0.014706,0.035,9,32,0.5625,1.0,23,11.0,0.770833,2.3,3,3.0,35.991667,53.6,19,50,24.0
531934,0.025647,0.032,13,30,0.229167,0.3,0,3.0,0.166667,0.2,0,0.0,10.7375,21.5,0,20,13.25
26116,0.028,0.039,10,36,0.729167,1.0,10,11.0,1.045455,3.0,9,4.0,32.681818,56.0,9,53,26.0
408112,0.038176,0.041,13,38,0.295833,0.5,8,6.0,0.613043,1.8,10,1.0,12.982609,32.4,2,30,18.75
252102,0.003059,0.0069999999999999,7,6,1.275,1.7,23,19.0,1.434783,2.0,5,3.0,52.26087,70.0,15,68,24.0
407158,0.035471,0.054,11,50,0.204167,0.3,23,3.0,0.117391,1.1,4,1.0,17.477273,38.2,22,36,22.5
74850,0.037765,0.057,11,58,0.545833,0.7,10,8.0,2.913043,7.0,5,10.0,24.608696,41.0,9,39,28.75
3252,0.015118,0.02,23,19,0.658333,0.9,11,10.0,0.0,0.0,0,0.0,30.26087,39.0,10,37,16.5
341533,0.019176,0.03,8,28,0.383333,0.5,23,6.0,-0.045455,0.0,0,0.0,13.945455,24.9,6,23,14.25
531156,0.024118,0.038,11,35,0.720833,1.1,11,13.0,0.3625,0.6,9,0.0,23.475,44.9,10,42,22.5
563041,0.019941,0.033,9,31,0.415789,0.7,7,8.0,0.145833,0.7,2,0.0,17.758333,31.9,0,29,17.0
225709,0.011059,0.018,12,17,0.894444,1.2,10,14.0,1.695652,6.0,22,9.0,35.956522,49.0,1,46,21.5
3106,0.030824,0.056,11,54,1.116667,1.7,6,19.0,0.7391300000000001,5.0,5,7.0,45.478261,72.0,8,70,37.5
167894,0.003176,0.008,7,7,0.595833,1.6,23,18.0,0.26087,1.0,15,1.0,46.391304,63.0,15,61,21.75
97736,0.045059,0.059,11,64,0.1625,0.4,4,5.0,4.782609,10.0,7,14.0,12.705882,28.0,6,26,27.25
119892,0.023059,0.045,10,42,0.370833,0.7,0,8.0,1.0,2.0,5,3.0,16.26087,39.0,21,37,22.5
74840,0.036941,0.062,10,74,0.6375,0.8,10,9.0,2.695652,4.0,8,6.0,25.782609,36.0,8,34,30.75
438938,0.020118,0.042,11,39,0.666667,0.8,0,9.0,0.708333,1.2,6,1.0,37.6125,48.8,7,45,23.5
407895,0.043059,0.057,10,58,0.3625,0.6,7,7.0,0.540909,0.8,12,0.0,13.668182,38.5,1,36,25.25
97763,0.038824,0.048,17,44,0.7,1.2,4,14.0,5.782609,13.0,15,19.0,30.176471000000006,47.0,10,44,30.25
563043,0.005083,0.016,12,15,0.594118,0.8,10,9.0,0.304167,0.8,8,0.0,30.915789,39.9,18,37,15.25
592112,0.035118,0.062,10,74,0.491667,0.8,2,9.0,0.479167,0.9,22,0.0,18.741667,46.6,22,43,31.5
531669,0.032529,0.038,20,35,0.258333,0.4,9,5.0,0.341667,0.9,11,0.0,10.6125,30.9,9,28,17.0
375340,0.024071,0.036,11,33,0.229167,0.4,23,5.0,0.036364,0.2,8,0.0,16.085714000000007,35.6,22,33,17.75
562357,0.025294,0.027,10,25,0.2,0.2,0,2.0,0.0,0.0,0,0.0,8.383333,12.0,8,11,9.5
407088,0.030941,0.048,12,44,0.670833,0.9,10,10.0,0.2,0.5,4,0.0,39.85,61.5,10,58,28.0
26794,0.017294,0.028,10,26,0.466667,0.6,13,7.0,1.956522,3.0,5,4.0,22.434783,41.0,23,39,19.0
439486,0.029353,0.046,8,43,0.070833,0.2,23,2.0,0.447826,1.3,0,1.0,7.556522,29.6,22,27,18.25
168414,0.046118,0.051,7,47,0.2,0.2,0,2.0,2.0,2.0,0,3.0,3.217391,7.0,0,7,14.75
119934,0.008706,0.021,9,19,1.1625,1.9,0,22.0,2.73913,4.0,5,6.0,36.608696,48.0,19,45,23.0
407211,0.036059,0.053,10,49,0.35,0.6,5,7.0,-0.013636,0.1,11,0.0,13.486364000000002,31.4,0,29,21.25
225121,0.025882,0.04,10,37,0.5625,0.6,0,7.0,0.043478,1.0,12,1.0,15.333332999999998,28.0,22,26,17.75
26013,0.020824,0.027,10,25,0.733333,0.9,0,10.0,2.772727,4.0,11,6.0,31.181818,40.0,18,38,19.75
277541,0.014235,0.029,10,27,0.645833,0.8,0,9.0,0.177273,0.5,21,0.0,24.063636,33.8,20,31,16.75
376340,0.031059,0.047,11,44,0.5375,0.8,7,9.0,0.752174,4.1,1,6.0,24.169565,52.3,1,49,27.0
563060,0.013412,0.033,9,31,0.610526,1.0,22,11.0,0.366667,1.1,6,1.0,31.1625,46.5,18,43,21.5
278277,0.028353,0.043,11,40,0.191667,0.5,8,6.0,0.8272729999999999,3.6,11,4.0,19.277273,48.8,7,45,23.75
530830,0.032647,0.04,11,37,0.2375,0.3,8,3.0,0.108333,0.2,2,0.0,9.395833,19.3,8,18,14.5
119913,0.014,0.029,10,27,1.008333,1.6,7,18.0,1.782609,4.0,2,6.0,27.73913,37.0,20,35,21.5
50036,0.009,0.016,9,15,2.3125,3.4,1,39.0,1.217391,4.0,7,6.0,43.217391,63.0,16,61,30.25
438561,0.019118,0.031,9,29,0.320833,0.4,0,5.0,-0.045833,0.0,0,0.0,12.272727,22.1,23,21,13.75
120345,0.018176,0.034,11,31,0.375,0.7,3,8.0,2.608696,4.0,9,6.0,18.086957,34.0,19,32,19.25
470684,0.033176,0.049,9,45,0.0,0.0,0,0.0,0.65,1.1,11,1.0,5.558333,13.6,0,12,14.5
252196,0.0317649999999999,0.044,10,41,0.3375,0.4,6,5.0,0.0086959999999999,0.2,5,0.0,11.986957,41.3,5,39,21.25
592426,0.036471,0.058,10,61,0.295833,0.4,1,5.0,0.691667,1.0,6,1.0,13.329167000000002,24.8,2,23,22.5
438553,0.040118,0.062,12,74,0.670833,0.9,6,10.0,0.375,0.7,5,0.0,33.327273,45.5,11,42,31.5
592183,0.040294,0.042,10,39,0.229167,0.3,8,3.0,0.3375,0.5,7,0.0,7.225,16.4,6,15,14.25
531117,0.018882,0.043,9,40,0.908333,1.2,7,14.0,0.933333,1.4,7,1.0,42.1875,58.2,18,55,27.5
3298,0.002647,0.005,7,5,1.7,2.4,11,27.0,4.434783,12.0,13,17.0,60.913043,92.0,17,91,35.0
278328,0.043235,0.049,10,45,0.1708329999999999,0.3,10,3.0,0.030435,0.6,8,0.0,3.482609,15.7,8,14,15.5
3085,0.024235,0.042,10,39,0.425,0.7,23,8.0,0.130435,1.0,5,1.0,20.826087,47.0,22,44,23.0
592402,0.035118,0.052,10,48,0.266667,0.4,10,5.0,0.395833,0.9,10,0.0,11.745833,26.2,9,25,19.5
3258,0.011294,0.023,9,21,0.979167,1.5,7,17.0,0.391304,3.0,5,4.0,28.652174,41.0,6,39,20.25
253190,0.037294,0.043,15,40,0.4,0.6,0,7.0,0.5521739999999999,2.3,0,3.0,13.043478,37.2,0,35,21.25
253392,0.031625,0.035,8,32,0.2,0.2,0,2.0,0.718182,6.0,14,9.0,2.213636,11.8,5,10,13.25
196698,0.021294,0.03,11,28,0.258333,0.5,7,6.0,1.0,1.0,0,1.0,12.695652,22.0,1,21,14.0
592520,0.033059,0.035,8,32,0.1625,0.2,3,2.0,0.0,0.0,0,0.0,3.479167,8.7,5,8,10.5
168463,0.034941,0.038,8,35,0.1375,0.2,2,2.0,1.173913,2.0,5,3.0,2.26087,11.0,8,10,12.5
142917,0.023941,0.041,10,38,0.3625,0.6,4,7.0,2.521739,3.0,5,4.0,19.782609,34.0,22,32,20.25
470473,0.020882,0.039,10,36,0.420833,0.6,5,7.0,0.870833,1.9,21,1.0,20.875,42.0,21,40,21.0
562246,0.026588,0.033,12,31,0.479167,0.7,8,8.0,0.233333,0.6,11,0.0,19.9,32.6,8,30,17.25
375744,0.031,0.037,10,34,0.458333,0.6,7,7.0,0.378261,1.1,12,1.0,17.186364,34.4,8,32,18.5
26984,0.032706,0.051,11,47,0.8625,1.5,4,17.0,3.217391,5.0,5,7.0,28.26087,43.0,0,41,28.0
592598,0.025471,0.034,11,31,0.15,0.2,5,2.0,0.295833,1.2,10,1.0,9.366667,17.4,7,16,12.5
196663,0.017941,0.041,10,38,0.5125,0.7,9,8.0,1.782609,8.0,21,11.0,24.913043,43.0,9,41,24.5
225882,0.037118,0.047,11,44,0.35,0.4,7,5.0,0.136364,1.0,7,1.0,3.818182,16.0,6,15,16.25
562612,0.032588,0.043,10,40,0.2,0.2,5,2.0,0.06087,0.2,13,0.0,9.141667,16.3,6,15,14.25
469975,0.023706,0.049,10,45,0.729167,1.0,0,11.0,-0.0166669999999999,0.9,18,0.0,40.3125,63.3,19,61,29.25
168489,0.035882,0.038,8,35,0.1333329999999999,0.2,3,2.0,0.652174,2.0,7,3.0,5.8695650000000015,16.0,6,15,13.75
50107,0.030588,0.052,10,48,1.025,2.0,11,23.0,4.173913,8.0,12,11.0,37.782609,56.0,9,53,33.75
469462,0.029941,0.034,10,31,0.45,0.6,3,7.0,0.145833,0.4,3,0.0,11.216667,27.3,21,25,15.75
469786,0.024353,0.039,10,36,0.25,0.4,10,5.0,0.683333,1.8,11,1.0,14.754167,22.6,8,21,15.75
26039,0.025647,0.053,10,49,1.595833,2.6,9,30.0,1.217391,3.0,6,4.0,43.304348,96.0,9,96,44.75
439766,0.022706,0.033,10,31,0.325,0.4,6,5.0,0.445833,0.6,6,0.0,7.479166999999999,14.2,23,13,12.25
309376,0.023529,0.038,9,35,0.1625,0.2,0,2.0,0.021739,0.3,20,0.0,10.278261,31.3,21,29,16.5
74950,0.024941,0.053,10,49,1.7208330000000005,3.0,0,34.0,0.652174,2.0,5,3.0,55.913043,102.0,11,101,46.75
142920,0.022529,0.039,9,36,0.245833,0.3,6,3.0,2.391304,3.0,5,4.0,22.217391,38.0,6,36,19.75
119688,0.022235,0.034,12,31,0.795833,1.0,0,11.0,2.26087,4.0,5,6.0,35.173913,55.0,10,52,25.0
196627,0.030176,0.048,10,44,0.229167,0.3,10,3.0,0.0,0.0,0,0.0,14.434783,23.0,9,22,17.25
376461,0.032412,0.041,9,38,0.7,0.7,0,8.0,0.0086959999999999,0.2,0,0.0,2.191304,6.3,22,6,13.0
375532,0.0275,0.045,10,42,0.245833,0.3,7,3.0,0.05,0.3,4,0.0,14.894444,27.2,22,25,17.5
406985,0.018357,0.032,9,30,0.7375,1.2,23,14.0,0.4130430000000001,0.8,17,0.0,34.866667,59.2,18,56,25.0
277349,0.033529,0.046,10,43,0.35,0.5,10,6.0,0.009091,0.1,12,0.0,18.683333,34.3,9,32,20.25
530889,0.0343529999999999,0.049,11,45,0.266667,0.3,2,3.0,0.370833,0.7,12,0.0,14.654167,24.2,23,23,17.75
197142,0.013118,0.021,11,19,0.85,1.4,3,16.0,0.173913,2.0,16,3.0,30.69565200000001,45.0,2,42,20.0
375374,0.021286,0.027,12,25,0.325,0.4,12,5.0,0.05,0.3,14,0.0,20.785714,29.8,11,27,14.25
26180,0.023176,0.04,9,37,0.808333,1.2,0,14.0,2.695652,5.0,2,7.0,41.217391,52.0,1,49,26.75
74958,0.033235,0.078,9,126,1.7208330000000005,2.6,0,30.0,0.391304,1.0,5,1.0,56.173913,103.0,18,101,64.5
438686,0.036857,0.041,10,38,0.141667,0.2,14,2.0,0.141667,0.3,3,0.0,6.547619,9.4,9,8,12.0
530661,0.020353,0.024,8,22,0.266667,0.3,0,3.0,0.009091,0.1,22,0.0,16.395833,25.4,4,24,12.25
469552,0.025357,0.052,10,48,0.6875,1.0,1,11.0,0.6125,0.8,5,0.0,35.890476,57.0,22,54,28.25
253441,0.037941,0.043,12,40,0.195833,0.3,7,3.0,0.168182,0.9,7,0.0,6.55,23.4,6,22,16.25
74975,0.003706,0.009,8,8,0.85,1.1,1,13.0,0.0,0.0,0,0.0,34.608696,40.0,3,38,14.75
592518,0.027235,0.04,11,37,0.1708329999999999,0.3,6,3.0,0.070833,0.4,8,0.0,8.908333,25.3,7,24,16.0
119696,0.017059,0.035,11,32,0.725,1.0,7,11.0,3.357143,5.0,5,7.0,39.043478,56.0,20,53,25.75
375451,0.027176,0.044,10,41,0.5875,0.8,4,9.0,0.222727,1.0,13,1.0,18.426087,30.2,0,28,19.75
531192,0.016,0.025,9,23,0.441667,0.6,0,7.0,0.258333,0.5,6,0.0,15.891667000000002,25.4,5,24,13.5
342628,0.039471,0.049,9,45,0.179167,0.3,4,3.0,0.090909,0.8,8,0.0,7.0090910000000015,25.5,0,24,18.0
407098,0.045941,0.068,10,93,0.3625,0.6,0,7.0,0.091304,0.4,4,0.0,19.726087,38.5,23,36,34.0
501303,0.041647,0.045,9,42,0.2,0.2,0,2.0,0.45,1.0,1,1.0,1.575,8.7,1,8,13.25
591938,0.012471,0.028,10,26,0.633333,0.9,23,10.0,0.345833,0.8,22,0.0,29.491667,39.1,18,37,18.25
75015,0.004882,0.008,8,7,1.516667,2.1,22,24.0,1.565217,3.0,17,4.0,39.043478,55.0,13,52,21.75
168442,0.036941,0.042,8,39,0.1375,0.2,5,2.0,2.347826,3.0,1,4.0,2.521739,8.0,1,8,13.25
592542,0.038882,0.045,11,42,0.125,0.2,2,2.0,0.116667,0.6,7,0.0,5.104167,19.1,6,18,15.5
309402,0.021706,0.036,11,33,0.2125,0.3,6,3.0,0.390909,1.6,10,1.0,19.190909,40.9,23,38,18.75
26081,0.026235,0.052,9,48,1.291667,2.1,9,24.0,1.217391,4.0,10,6.0,51.0,76.0,7,74,38.0
225737,0.015765,0.026,13,24,0.541667,0.9,2,10.0,2.695652,4.0,12,6.0,25.043478,38.0,0,36,19.0
375506,0.037706,0.042,8,39,0.220833,0.3,0,3.0,0.018182,0.2,4,0.0,11.454545,25.3,5,24,16.5
531773,0.040529,0.042,17,39,0.1,0.1,0,1.0,0.120833,0.2,8,0.0,2.2583330000000004,5.2,8,5,11.25
252096,0.009706,0.024,9,22,0.433333,0.9,23,10.0,0.347826,1.0,0,1.0,25.869565,39.0,18,37,17.5
119810,0.033471,0.056,10,54,0.3625,0.4,0,5.0,0.0,0.0,0,0.0,18.826087,28.0,10,26,21.25
26255,0.008412,0.014,8,13,2.491667,4.2,4,48.0,2.130435,4.0,0,6.0,33.695652,56.0,17,53,30.0
278394,0.023118,0.032,11,30,0.0,0.0,0,0.0,0.043478,0.6,22,0.0,5.158333,27.3,22,25,13.75
530826,0.033471,0.037,10,34,0.2,0.2,0,2.0,0.095833,0.1,0,0.0,5.529167,9.1,12,8,11.0
197329,0.038941,0.046,11,43,0.233333,0.3,1,3.0,0.086957,1.0,8,1.0,4.4,13.0,8,12,14.75
252292,0.027059,0.049,10,45,0.5875,0.8,8,9.0,0.936364,2.6,6,3.0,28.240909,51.3,8,48,26.25
438843,0.036,0.044,10,41,0.2,0.2,0,2.0,0.191667,0.4,13,0.0,7.591667,12.2,0,11,13.5
97743,0.041706,0.049,9,45,0.1,0.3,8,3.0,3.956522,6.0,12,9.0,7.55,25.0,8,24,20.25
375842,0.039588,0.055,11,51,0.675,1.0,10,11.0,0.221739,1.3,11,1.0,21.390909,40.5,9,38,25.25
469986,0.025294,0.054,9,50,0.575,0.9,0,10.0,-0.329167,0.0,1,0.0,24.5,45.0,20,42,25.5
96955,0.046412,0.07,9,100,0.366667,0.4,0,5.0,1.695652,2.0,0,3.0,19.869565,26.0,7,25,33.25
562290,0.026941,0.032,10,30,0.2,0.2,0,2.0,0.020833,0.1,7,0.0,10.695833,26.9,6,25,14.25
438537,0.033059,0.042,10,39,0.270833,0.3,0,3.0,-0.041667,0.0,2,0.0,10.445455,20.6,6,19,15.25
407846,0.044588,0.058,10,61,0.304167,0.4,7,5.0,0.531818,1.9,8,1.0,8.077273,26.3,8,25,23.0
376329,0.022059,0.029,10,27,0.358333,0.4,0,5.0,0.122727,0.9,11,0.0,9.565217,19.0,22,18,12.5
531615,0.022059,0.03,12,28,0.254167,0.4,8,5.0,0.283333,1.0,13,1.0,20.270833,31.2,23,29,15.75
407487,0.011176,0.019,10,18,0.575,0.8,3,9.0,0.325,1.0,14,1.0,27.627273,36.8,19,34,15.5
470479,0.034588,0.042,12,39,0.429167,0.6,11,7.0,0.725,2.7,9,3.0,13.7875,34.1,9,32,20.25
438743,0.041857,0.05,11,46,0.257143,0.3,0,3.0,0.378261,0.7,12,0.0,11.27619,19.4,0,18,16.75
500574,0.030588,0.056,10,54,0.4625,0.7,4,8.0,0.4625,1.1,12,1.0,17.154167,32.7,23,30,23.25
119851,0.037765,0.084,10,147,0.7,1.0,8,11.0,0.8695649999999999,4.0,9,6.0,27.956522,46.0,8,43,51.75
26249,0.010294,0.019,8,18,1.9,3.5,0,40.0,2.26087,4.0,21,6.0,34.652174,47.0,16,44,27.0
408066,0.0344709999999999,0.044,23,41,0.225,0.4,8,5.0,0.56087,1.5,8,1.0,16.056522,35.1,7,33,20.0
376505,0.036214,0.038,10,35,0.29375,0.5,0,6.0,0.0,0.0,1,0.0,2.0789470000000003,5.5,5,5,11.5
