Rownum,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Mean AQI
470556,0.040059,0.052,10,48,0.379167,0.5,6,6.0,0.7875,2.0,6,3.0,8.6625,32.4,6,30,21.75
225211,0.034294,0.066,10,87,0.3875,0.7,6,8.0,1.434783,7.0,7,10.0,25.842105,39.0,23,37,35.5
375782,0.034588,0.068,10,93,0.666667,0.9,7,10.0,0.378261,0.7,4,0.0,27.347826,45.5,9,42,36.25
226040,0.010824,0.019,11,18,0.833333,1.3,4,15.0,0.217391,1.0,5,1.0,31.777778,38.0,20,36,17.5
341954,0.023176,0.041,9,38,0.383333,0.6,5,7.0,0.46087,1.1,18,1.0,18.572727,33.1,21,31,19.25
119678,0.022294,0.038,12,35,0.458333,0.7,1,8.0,1.608696,3.0,5,4.0,18.73913,32.0,0,30,19.25
225283,0.013412,0.033,10,31,0.725,1.3,11,15.0,0.571429,2.0,6,3.0,36.666667,58.0,9,55,26.0
562685,0.028,0.04,9,37,0.25,0.3,4,3.0,0.179167,0.5,6,0.0,9.370833,16.8,7,15,13.75
562792,0.025,0.052,11,48,1.183333,1.4,11,16.0,0.5,0.8,8,0.0,30.608333,46.8,10,43,26.75
26867,0.024059,0.049,10,45,0.870833,1.3,11,15.0,1.521739,3.0,8,4.0,43.217391,66.0,10,64,32.0
225325,0.016444,0.02,12,19,1.304167,1.7,4,19.0,1.0,5.0,11,7.0,55.869565,115.0,11,104,37.25
225232,0.024176,0.05,10,46,0.254167,0.4,13,5.0,0.0,0.0,0,0.0,16.642857,31.0,23,29,20.0
341862,0.028824,0.053,10,49,0.179167,0.3,6,3.0,0.1333329999999999,0.3,9,0.0,23.136364,47.5,9,44,24.0
562889,0.016941,0.036,10,33,0.454167,0.8,23,9.0,0.391667,1.1,19,1.0,26.666667,48.4,20,45,22.0
469534,0.022176,0.044,11,41,0.354167,0.5,7,6.0,0.316667,0.6,7,0.0,22.004167,42.9,20,40,21.75
438413,0.018176,0.032,10,30,0.308333,0.4,22,5.0,0.0125,0.2,15,0.0,16.517391,29.6,22,27,15.5
97719,0.052353,0.065,9,84,0.0541669999999999,0.1,0,1.0,3.608696,10.0,3,14.0,5.391304,21.0,3,20,29.75
439635,0.040412,0.047,8,44,0.1,0.1,0,1.0,0.491667,1.4,7,1.0,2.879167,12.1,7,11,14.25
438645,0.034643,0.039,9,36,0.228571,0.3,2,3.0,0.266667,0.5,5,0.0,11.109524,22.9,5,21,15.0
531147,0.015,0.034,9,31,0.958333,1.2,2,14.0,0.625,1.1,22,1.0,40.029167,60.4,18,57,25.75
375651,0.036286,0.049,10,45,0.179167,0.3,9,3.0,0.113043,0.5,4,0.0,12.785714,23.1,6,22,17.5
225715,0.017353,0.027,16,25,0.954167,1.7,10,19.0,1.608696,5.0,9,7.0,33.086957,65.0,12,63,28.5
119794,0.026471,0.044,11,41,0.475,0.8,11,9.0,0.0,0.0,0,0.0,36.391304,64.0,10,62,28.0
96997,0.029176,0.048,10,44,0.466667,0.7,10,8.0,2.130435,3.0,5,4.0,28.086957,47.0,0,44,25.0
563024,0.003,0.006,8,6,1.1375,1.4,22,16.0,0.625,1.4,22,1.0,39.7125,44.3,10,42,16.25
142796,0.035706,0.075,9,115,0.7,1.0,5,11.0,0.695652,2.0,12,3.0,39.73913,74.0,10,72,50.25
119950,0.005471,0.014,8,13,1.370833,1.8,0,20.0,3.782609,6.0,5,9.0,34.260870000000004,47.0,7,44,21.5
197139,0.014706,0.02,13,19,0.6875,0.9,0,10.0,1.130435,4.0,10,6.0,33.782609,49.0,22,46,20.25
253317,0.041353,0.045,7,42,0.3125,0.4,0,5.0,0.356522,1.6,8,1.0,3.208696,11.6,8,10,14.5
531821,0.031176,0.039,9,36,0.1,0.1,0,1.0,0.1125,0.2,9,0.0,2.745833,11.9,22,10,11.75
225205,0.020353,0.037,11,34,0.2875,0.6,11,7.0,0.782609,3.0,8,4.0,25.052632,49.0,9,46,22.75
225832,0.034077,0.045,11,42,0.406667,0.6,18,7.0,1.368421,7.0,9,10.0,12.25,27.0,5,25,21.0
592311,0.038471,0.054,10,50,0.266667,0.3,2,3.0,0.375,0.6,11,0.0,10.020833,17.5,9,16,17.25
196484,0.022588,0.042,11,39,0.175,0.4,1,5.0,0.0,0.0,0,0.0,38.26087,62.0,20,60,26.0
277418,0.036176,0.044,10,41,0.245833,0.3,0,3.0,0.0,0.0,0,0.0,8.979167,15.3,6,14,14.5
142840,0.011353,0.025,9,23,0.2125,0.3,10,3.0,4.086957,9.0,10,13.0,20.391304,35.0,11,33,18.0
277571,0.005882,0.016,9,15,1.079167,1.6,1,18.0,1.009091,2.2,7,3.0,36.322727,49.1,7,46,20.5
501189,0.043471,0.044,9,41,0.116667,0.2,0,2.0,0.529167,0.7,0,0.0,1.975,6.9,7,6,12.25
341654,0.042118,0.053,10,49,0.191667,0.2,0,2.0,-0.054545,0.0,4,0.0,7.2409089999999985,10.6,6,9,15.0
407878,0.039294,0.052,12,48,0.316667,0.5,7,6.0,1.031818,8.2,8,11.0,10.895455,31.7,8,29,23.5
278301,0.042471,0.05,9,46,0.2375,0.3,5,3.0,0.022727,0.2,6,0.0,4.863636,22.9,6,21,17.5
407387,0.022647,0.039,11,36,0.529167,0.7,5,8.0,0.2125,0.6,11,0.0,25.426087,42.4,11,40,21.0
592434,0.025176,0.036,9,33,0.2375,0.3,8,3.0,0.5375,1.1,13,1.0,14.620833,20.0,6,19,14.0
3173,0.026294,0.054,11,50,1.408333,2.4,9,27.0,1.347826,7.0,5,10.0,51.826087,110.0,8,103,47.5
341651,0.040765,0.051,10,47,0.5,0.6,10,7.0,-0.004545,0.1,4,0.0,17.077273,30.9,0,28,20.5
438545,0.029824,0.046,11,43,0.4625,0.6,7,7.0,0.1625,0.5,5,0.0,19.769565,36.8,23,34,21.0
277463,0.024647,0.048,10,44,0.683333,1.1,1,13.0,0.622727,1.4,21,1.0,41.373913,70.3,19,68,31.5
225923,0.058294,0.062,11,74,0.447368,0.5,5,6.0,1.142857,4.0,5,6.0,2.047619,9.0,8,8,23.5
375626,0.030571,0.039,9,36,0.357143,0.4,7,5.0,0.122727,0.5,12,0.0,12.366667,18.6,20,17,14.5
469695,0.044765,0.054,10,50,0.320833,0.4,13,5.0,0.129167,0.7,14,0.0,7.233333,12.2,10,11,16.5
197453,0.012588,0.024,11,22,0.845833,1.2,8,14.0,2.086957,3.0,7,4.0,33.521739000000004,46.0,22,43,20.75
51044,0.007118,0.016,8,15,1.3875,2.3,9,26.0,2.173913,5.0,7,7.0,36.434783,53.0,8,50,24.5
197209,0.031235,0.047,12,44,0.304167,0.4,0,5.0,1.2608700000000002,2.0,7,3.0,9.086957,30.0,0,28,20.0
439528,0.036143,0.045,10,42,0.226667,0.5,7,6.0,0.472222,1.0,12,1.0,8.95,24.7,6,23,18.0
563107,0.0131759999999999,0.022,12,20,0.408333,0.6,9,7.0,0.55,1.8,12,1.0,19.966667,31.5,23,29,14.25
119760,0.034647,0.045,11,42,0.370833,0.5,9,6.0,0.0,0.0,0,0.0,21.869565,33.0,8,31,19.75
530817,0.035471,0.044,10,41,0.295833,0.4,11,5.0,0.108333,0.5,12,0.0,13.520832999999998,24.9,8,23,17.25
96994,0.042882,0.066,11,87,0.408333,0.5,10,6.0,1.0,1.0,0,1.0,28.681818,44.0,10,42,34.0
591922,0.008118,0.021,9,19,0.704167,1.1,23,13.0,0.1625,0.4,22,0.0,21.4375,29.3,18,27,14.75
592416,0.021118,0.033,10,31,0.229167,0.3,6,3.0,0.379167,0.6,23,0.0,7.925,19.3,23,18,13.0
196530,0.027765,0.058,10,61,0.2875,0.6,6,7.0,0.043478,1.0,6,1.0,33.956522,60.0,21,57,31.5
530740,0.024176,0.041,11,38,0.341667,0.5,6,6.0,0.283333,0.8,12,0.0,17.566667000000002,28.5,22,26,17.5
119661,0.011765,0.026,10,24,1.125,1.8,2,20.0,4.26087,6.0,5,9.0,34.826087,52.0,19,49,25.5
438625,0.040125,0.047,11,44,0.2375,0.3,9,3.0,-0.058333,0.0,3,0.0,9.518182,18.0,11,17,16.0
3034,0.011235,0.025,10,23,1.5375,2.2,4,25.0,0.173913,1.0,19,1.0,44.173913,55.0,18,52,25.25
376553,0.038294,0.046,10,43,0.179167,0.3,6,3.0,0.06087,0.8,9,0.0,6.769564999999999,22.8,6,21,16.75
278464,0.018412,0.033,11,31,0.266667,0.5,2,6.0,0.104348,1.4,10,1.0,24.869565,40.4,23,38,19.0
197439,0.013118,0.027,10,25,0.95,1.4,7,16.0,2.347826,5.0,15,7.0,36.73913,53.0,23,50,24.5
562492,0.030333,0.036,9,33,0.233333,0.3,7,3.0,0.225,0.6,12,0.0,9.816667,15.1,23,14,12.5
51009,0.009588,0.021,8,19,2.066667,3.1,1,35.0,2.913043,6.0,7,9.0,48.826087,64.0,0,62,31.25
50066,0.035455,0.038,14,35,1.005556,2.0,0,23.0,0.65,3.0,0,4.0,35.45,51.0,0,48,27.5
592318,0.039059,0.047,11,44,0.2,0.2,0,2.0,0.325,0.5,13,0.0,5.775,8.9,12,8,13.5
469686,0.042412,0.051,12,47,0.3,0.4,11,5.0,0.266667,1.0,14,1.0,15.029167,26.7,10,25,19.5
500600,0.032118,0.045,9,42,0.216667,0.3,0,3.0,0.108333,0.4,13,0.0,8.3375,15.1,22,14,14.75
120502,0.035,0.04,9,37,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.086957,2.0,3,2,9.75
592558,0.029353,0.038,9,35,0.175,0.2,0,2.0,0.0666669999999999,0.3,6,0.0,3.845833,13.5,23,12,12.25
439009,0.018941,0.036,10,33,0.783333,1.3,2,15.0,0.491667,0.9,8,0.0,23.820833,36.8,8,34,20.5
530709,0.034412,0.054,10,50,0.425,0.6,3,7.0,0.154167,0.2,1,0.0,19.420833,31.9,1,29,21.5
120480,0.020647,0.038,8,35,0.3,0.5,8,6.0,7.391303999999999,10.0,12,14.0,10.217391,30.0,7,28,20.75
167778,0.029412,0.045,10,42,0.3125,0.4,0,5.0,1.521739,8.0,6,11.0,23.217391,41.0,1,39,24.25
530653,0.023059,0.027,22,25,0.25,0.4,1,5.0,0.0125,0.1,0,0.0,11.283333,29.6,0,27,14.25
341748,0.026353,0.035,10,32,0.225,0.4,8,5.0,0.12,0.6,7,0.0,22.190909,36.0,8,34,17.75
470006,0.033118,0.037,10,34,0.205882,0.3,6,3.0,0.455,0.7,15,0.0,13.791667000000002,28.4,6,26,15.75
168415,0.044824,0.048,10,44,0.2,0.2,0,2.0,2.045455,3.0,9,4.0,3.045455,7.0,5,7,14.25
27014,0.020647,0.037,10,34,1.7666669999999998,2.8,11,32.0,4.217391,9.0,5,13.0,63.826087,127.0,10,106,46.25
225886,0.031647,0.042,10,39,0.391667,0.4,0,5.0,0.117647,1.0,7,1.0,3.047619,12.0,7,11,14.0
500187,0.015529,0.033,10,31,0.6125,0.8,0,9.0,0.245833,0.6,6,0.0,26.766667,43.1,21,41,20.25
252276,0.022176,0.043,9,40,0.566667,0.8,9,9.0,0.409091,1.5,7,1.0,27.727273,45.6,8,42,23.0
278467,0.005647,0.017,7,16,0.441667,0.9,23,10.0,0.286957,1.0,18,1.0,39.791304,55.6,18,52,19.75
341939,0.025294,0.051,10,47,0.995833,1.4,4,16.0,0.490909,1.0,18,1.0,33.5,49.3,20,46,27.5
26099,0.019059,0.03,10,28,1.0125,1.3,10,15.0,1.909091,4.0,13,6.0,39.863636,53.0,11,50,24.75
120572,0.044471,0.053,8,49,0.0,0.0,0,0.0,6.73913,8.0,14,11.0,2.652174,6.0,3,6,16.5
27048,0.010412,0.021,9,19,1.958333,2.9,23,33.0,5.391304,11.0,5,16.0,46.956522,58.0,18,55,30.75
341970,0.016357,0.026,9,24,0.633333,0.9,3,10.0,0.386957,1.0,13,1.0,26.352381,36.6,20,34,17.25
439067,0.011529,0.024,9,22,0.591667,0.8,0,9.0,0.433333,1.5,2,1.0,27.3875,36.0,21,34,16.5
120453,0.033357,0.047,10,44,0.01875,0.1,6,1.0,5.5263160000000005,8.0,14,11.0,7.473683999999999,24.0,6,23,19.75
50086,0.023235,0.034,9,31,1.679167,2.2,7,25.0,3.782609,7.0,7,10.0,50.173913,72.0,11,70,34.0
500462,0.020647,0.037,9,34,0.233333,0.3,7,3.0,0.354167,1.1,11,1.0,10.120833,22.4,21,21,14.75
438457,0.015471,0.031,10,29,0.629167,0.9,1,10.0,0.120833,0.3,7,0.0,27.395455,42.0,21,40,19.75
50805,0.024471,0.043,10,40,0.525,0.8,6,9.0,0.5217390000000001,1.0,3,1.0,19.043478,38.0,23,36,21.5
438835,0.036235,0.064,10,80,0.4125,0.5,1,6.0,0.408333,0.7,12,0.0,23.079167,37.6,9,35,30.25
143642,0.03,0.038,10,35,0.4625,0.9,6,10.0,2.826087,6.0,13,9.0,25.565217,49.0,1,46,25.0
375614,0.036429,0.05,10,46,0.471429,0.6,7,7.0,0.230435,1.0,13,1.0,13.838095,29.0,0,27,20.25
277380,0.024176,0.046,11,43,0.525,0.8,8,9.0,0.06087,0.3,9,0.0,28.5625,40.2,8,38,22.5
226050,0.021235,0.037,13,34,0.916667,1.6,8,18.0,0.913043,3.0,8,4.0,31.0,46.0,8,43,24.75
500734,0.026294,0.031,16,29,0.541667,0.8,1,9.0,0.165,0.6,5,0.0,17.708333,32.1,7,30,17.0
563304,0.030765,0.035,10,32,0.1,0.1,0,1.0,0.183333,0.3,3,0.0,2.041667,5.4,3,5,9.5
592259,0.044471,0.048,10,44,0.2,0.2,0,2.0,0.325,0.4,7,0.0,5.283333,8.5,6,8,13.5
531937,0.020118,0.027,9,25,0.258333,0.3,0,3.0,0.283333,0.5,14,0.0,9.975,18.1,18,17,11.25
469944,0.038176,0.051,9,47,0.204167,0.3,0,3.0,-0.395833,-0.2,3,0.0,6.5875,14.6,21,13,15.75
407147,0.027765,0.051,9,47,0.304167,0.5,22,6.0,0.029167,0.2,6,0.0,20.191304,42.1,21,40,23.25
375373,0.021286,0.027,12,25,0.461905,0.5,11,6.0,0.05,0.3,14,0.0,20.785714,29.8,11,27,14.5
439458,0.022143,0.029,21,27,0.229412,0.4,8,5.0,0.5473680000000001,0.9,12,0.0,17.585,29.0,19,27,14.75
407843,0.029059,0.045,12,42,0.616667,1.1,3,13.0,0.8272729999999999,2.3,11,3.0,21.922727,49.0,0,46,26.0
96846,0.008294,0.019,9,18,1.375,2.0,2,23.0,0.0,0.0,0,0.0,44.695652,57.0,19,54,23.75
74946,0.011588,0.026,9,24,1.1,1.6,0,18.0,0.695652,4.0,5,6.0,47.26087,71.0,0,69,29.25
225328,0.022556,0.027,9,25,0.45,0.8,23,9.0,0.347826,2.0,11,3.0,30.69565200000001,44.0,19,42,19.75
26882,0.032647,0.063,11,77,0.808333,0.9,2,10.0,1.6521740000000005,3.0,5,4.0,39.956522,56.0,22,53,36.0
74805,0.0344709999999999,0.069,10,97,1.1,1.6,10,18.0,2.869565,4.0,5,6.0,48.304348,92.0,9,91,53.0
167618,0.012882,0.031,9,29,0.7,1.2,23,14.0,2.347826,3.0,0,4.0,35.913043,56.0,19,53,25.0
26160,0.023176,0.04,10,37,0.616667,0.9,7,10.0,2.869565,6.0,6,9.0,38.136364,48.0,12,45,25.25
500341,0.033706,0.045,12,42,0.2,0.2,0,2.0,0.141667,0.2,7,0.0,4.341667,13.7,23,12,14.0
197161,0.010647,0.021,10,19,1.125,1.8,9,20.0,1.956522,5.0,8,7.0,43.913043,70.0,11,68,28.5
531165,0.018588,0.039,9,36,0.775,1.3,2,15.0,0.420833,0.6,22,0.0,28.329167,49.5,18,46,24.25
142831,0.031824,0.059,10,64,0.491667,0.9,9,10.0,2.4782610000000003,6.0,7,9.0,28.130435,65.0,8,63,36.5
375606,0.029357,0.039,8,36,0.4176470000000001,0.5,7,6.0,0.091304,0.4,23,0.0,12.652632,25.8,5,24,16.5
120552,0.030412,0.035,9,32,0.0,0.0,0,0.0,6.6521740000000005,8.0,0,11.0,3.26087,19.0,6,18,15.25
592172,0.040529,0.05,9,46,0.25,0.3,2,3.0,0.5125,0.8,15,0.0,12.845833,24.5,2,23,18.0
277385,0.033471,0.049,11,45,0.370833,0.5,11,6.0,0.013043,0.1,3,0.0,20.8375,31.1,10,29,20.0
376580,0.0128,0.028,14,26,0.88125,1.1,1,13.0,2.044444,12.2,8,17.0,38.905556,87.3,8,86,35.5
197239,0.049647,0.055,11,51,0.270833,0.3,0,3.0,1.695652,2.0,0,3.0,3.714286,16.0,6,15,18.0
376448,0.029294,0.043,8,40,0.733333,0.8,5,9.0,0.022727,0.3,11,0.0,5.6347830000000005,13.4,3,12,15.25
530611,0.018412,0.033,12,31,0.5,0.7,1,8.0,0.3,0.9,14,0.0,25.554167,38.4,21,36,18.75
375658,0.034857,0.047,9,44,0.419048,0.6,7,7.0,0.404348,1.2,10,1.0,12.285714,24.1,1,23,18.75
96806,0.019059,0.035,8,32,0.579167,1.2,0,14.0,0.695652,2.0,0,3.0,14.782609,35.0,20,33,20.5
563299,0.026765,0.031,9,29,0.1,0.1,0,1.0,0.204167,0.3,7,0.0,2.4458330000000004,7.0,7,7,9.25
500416,0.0343529999999999,0.045,10,42,0.2375,0.3,9,3.0,0.795833,1.2,11,1.0,10.366667,24.9,9,23,17.25
226052,0.015471,0.028,9,26,0.966667,1.5,4,17.0,0.5217390000000001,1.0,0,1.0,32.166667,44.0,19,42,21.5
500545,0.037588,0.052,9,48,0.291667,0.4,0,5.0,0.2,0.7,14,0.0,10.6375,27.4,0,25,19.5
277460,0.018529,0.038,9,35,0.729167,1.1,8,13.0,0.459091,1.0,6,1.0,38.672727,62.8,11,60,27.25
563259,0.031294,0.037,8,34,0.1,0.1,0,1.0,0.233333,0.6,6,0.0,2.925,11.9,2,10,11.25
470575,0.033118,0.038,10,35,0.1375,0.2,6,2.0,0.925,1.6,9,1.0,11.291667,21.2,6,20,14.5
592038,0.027059,0.047,11,44,0.645833,0.9,7,10.0,0.35,0.7,7,0.0,30.283333,52.3,21,49,25.75
562204,0.016824,0.036,10,33,0.7125,0.9,3,10.0,0.4125,0.7,7,0.0,28.641667,51.0,20,48,22.75
469487,0.020471,0.024,12,22,0.520833,0.6,10,7.0,0.208333,0.5,21,0.0,14.0375,20.0,1,19,12.0
142994,0.005824,0.015,9,14,0.9125,1.3,4,15.0,2.043478,3.0,20,4.0,33.260870000000004,44.0,17,42,18.75
3157,0.026765,0.041,11,38,0.366667,0.4,0,5.0,0.086957,1.0,5,1.0,20.0,28.0,23,26,17.5
97601,0.043471,0.054,11,50,0.366667,0.5,6,6.0,1.857143,5.0,8,7.0,11.181818,35.0,5,33,24.0
225318,0.030882,0.039,11,36,0.5375,1.0,2,11.0,0.478261,1.0,0,1.0,21.913043,46.0,6,43,22.75
97765,0.023647,0.044,10,41,0.75,1.4,5,16.0,3.217391,5.0,8,7.0,23.086957,51.0,22,48,28.0
562626,0.031529,0.059,9,64,0.375,0.6,5,7.0,0.895833,3.3,0,4.0,12.758333,22.7,0,21,24.0
143622,0.028667,0.035,12,32,0.038889,0.1,6,1.0,1.65,4.0,7,6.0,6.5,22.0,6,21,15.0
562770,0.038824,0.051,10,47,0.2875,0.4,10,5.0,0.091667,0.2,11,0.0,7.216667,15.8,3,14,16.5
225222,0.028824,0.045,11,42,0.325,0.4,0,5.0,0.956522,3.0,6,4.0,22.6875,30.0,5,28,19.75
167650,0.020529,0.032,13,30,0.333333,0.4,10,5.0,0.043478,1.0,12,1.0,27.26087,43.0,8,41,19.25
530571,0.013706,0.03,10,28,0.604167,0.9,1,10.0,0.1375,0.3,8,0.0,18.645833,31.8,18,29,16.75
27078,0.0065879999999999,0.012,8,11,1.829167,2.9,1,33.0,3.695652,5.0,1,7.0,24.347826,43.0,17,41,23.0
167910,0.0064709999999999,0.017,9,16,0.7625,1.4,2,16.0,0.0,0.0,0,0.0,34.869565,49.0,17,46,19.5
50970,0.033941,0.044,11,41,0.779167,1.2,11,14.0,1.913043,4.0,9,6.0,29.73913,60.0,10,57,29.5
469694,0.042941,0.056,10,54,0.266667,0.4,4,5.0,0.0,0.0,21,0.0,10.466667,25.5,0,24,20.75
26934,0.038647,0.067,10,90,0.833333,1.0,11,11.0,1.434783,3.0,11,4.0,38.478261,58.0,9,55,40.0
167635,0.016765,0.038,9,35,0.854167,1.7,2,19.0,0.086957,1.0,19,1.0,33.565217,62.0,20,60,28.75
50088,0.033176,0.045,9,42,1.0375,1.7,6,19.0,2.043478,5.0,6,7.0,29.043478000000004,46.0,7,43,27.75
342830,0.022882,0.033,9,31,0.020833,0.1,0,1.0,0.427273,3.7,10,4.0,21.813636,46.7,23,43,19.75
563082,0.026765,0.031,12,29,0.445833,0.7,3,8.0,0.0375,0.2,15,0.0,15.5375,22.4,22,21,14.5
225816,0.044824,0.051,11,47,0.354167,0.5,10,6.0,5.043478,6.0,7,9.0,16.857143,25.0,6,24,21.5
375687,0.032571,0.043,11,40,0.204167,0.3,14,3.0,0.243478,1.0,13,1.0,12.209524,16.5,7,15,14.75
407355,0.029529,0.05,10,46,0.270833,0.3,4,3.0,-0.004167,0.2,12,0.0,15.591667,27.8,0,25,18.5
341460,0.005412,0.013,9,12,0.845833,1.3,23,15.0,0.626087,1.1,7,1.0,35.058333000000005,47.7,19,44,18.0
3090,0.0315,0.051,12,47,1.2,1.7,5,19.0,0.652174,3.0,5,4.0,43.869565,102.0,11,101,42.75
119665,0.017529,0.029,9,27,0.3,0.4,0,5.0,2.956522,4.0,5,6.0,13.173913,30.0,22,28,16.5
407331,0.016059,0.032,10,30,0.4375,0.6,7,7.0,-0.029167,0.3,13,0.0,21.158333,30.9,8,28,16.25
341875,0.032882,0.055,9,51,0.341667,0.4,0,5.0,0.008333,0.1,8,0.0,7.847825999999999,17.0,23,16,18.0
277511,0.016529,0.032,10,30,0.083333,0.2,20,2.0,0.022727,0.2,1,0.0,10.609524,24.2,19,23,13.75
592461,0.020588,0.032,10,30,0.3375,0.4,1,5.0,0.304167,0.7,16,0.0,10.55,21.5,7,20,13.75
562617,0.033647,0.049,9,45,0.2,0.2,0,2.0,0.0625,0.3,11,0.0,5.891667,11.6,10,10,14.25
439678,0.040412,0.042,8,39,0.233333,0.3,6,3.0,0.379167,0.6,7,0.0,3.7625,18.7,6,17,14.75
531795,0.030471,0.045,9,42,0.1,0.1,0,1.0,0.183333,0.4,22,0.0,3.275,9.3,23,8,12.75
341479,0.017706,0.026,11,24,0.395833,0.4,0,5.0,0.178261,0.8,5,0.0,17.3,26.7,22,25,13.5
277331,0.029917,0.039,12,36,0.307692,0.4,0,5.0,0.21875,1.5,6,1.0,19.641176,30.9,5,28,17.5
469540,0.020294,0.042,10,39,0.583333,0.9,0,10.0,0.525,0.9,23,0.0,30.6875,48.7,20,45,23.5
26207,0.004765,0.006,7,6,2.3208330000000004,3.1,7,35.0,2.333333,4.0,2,6.0,41.416667,79.0,12,78,31.25
408073,0.035588,0.043,11,40,0.195833,0.3,4,3.0,0.495455,1.3,10,1.0,12.913636,29.4,5,27,17.75
252253,0.024235,0.031,12,29,0.429167,0.5,0,6.0,0.004545,0.1,14,0.0,20.05,34.6,8,32,16.75
196730,0.005353,0.01,9,9,0.179167,0.3,8,3.0,1.0,1.0,0,1.0,39.391304,56.0,14,53,16.5
120478,0.038647,0.048,11,44,0.279167,0.4,6,5.0,7.304347999999999,11.0,5,16.0,9.26087,27.0,2,25,22.5
196456,0.007118,0.016,10,15,1.066667,1.4,23,16.0,0.0,0.0,0,0.0,48.695652,67.0,18,65,24.0
74732,0.030882,0.038,10,35,0.408333,0.6,0,7.0,1.608696,3.0,5,4.0,14.478260999999998,22.0,23,21,16.75
74828,0.048235,0.069,11,97,0.554167,0.8,11,9.0,2.26087,5.0,9,7.0,30.521739,53.0,9,50,40.75
119640,0.009412,0.02,9,19,1.2125,2.1,0,24.0,8.347826,10.0,5,14.0,44.782609,60.0,18,57,28.5
591929,0.007706,0.018,10,17,0.975,1.2,23,14.0,0.370833,0.8,8,0.0,34.9125,47.2,18,44,18.75
438671,0.034412,0.046,10,43,0.229167,0.3,0,3.0,0.120833,0.3,3,0.0,9.413636,18.5,2,17,15.75
592110,0.029059,0.051,10,47,0.458333,0.6,4,7.0,0.45,0.6,5,0.0,19.4375,35.1,22,33,21.75
469645,0.042294,0.062,11,74,0.366667,0.5,11,6.0,0.1333329999999999,0.5,10,0.0,15.2,34.1,9,32,28.0
3288,0.010765,0.024,9,22,0.970833,1.4,5,16.0,1.782609,7.0,5,10.0,30.26087,43.0,20,41,22.25
563081,0.026765,0.031,12,29,0.433333,0.6,0,7.0,0.0375,0.2,15,0.0,12.8625,19.1,22,18,13.5
592398,0.034706,0.047,10,44,0.225,0.3,10,3.0,0.391667,0.8,12,0.0,7.545833,13.3,11,12,14.75
26854,0.024588,0.044,10,41,1.220833,1.6,6,18.0,4.304348,9.0,8,13.0,54.086957,81.0,9,80,38.0
50846,0.039353,0.05,11,46,0.395833,0.5,11,6.0,1.608696,3.0,17,4.0,15.043478,23.0,8,22,19.5
277247,0.003412,0.009,7,8,0.641667,0.9,0,10.0,0.136364,0.6,8,0.0,33.681818,39.0,7,37,13.75
470057,0.007941,0.018,9,17,1.3125,1.7,23,19.0,1.216667,1.8,8,1.0,47.1125,59.9,17,56,23.25
142695,0.010941,0.024,10,22,0.725,1.3,23,15.0,0.652174,3.0,11,4.0,37.043478,49.0,19,46,21.75
97657,0.039765,0.05,11,46,0.2,0.2,0,2.0,4.0,8.0,2,11.0,3.869565,12.0,23,11,17.5
562636,0.036588,0.054,10,50,0.254167,0.3,0,3.0,0.333333,0.7,9,0.0,12.916667,27.0,9,25,19.5
438492,0.021412,0.026,9,24,0.221053,0.3,5,3.0,-0.025,0.1,15,0.0,15.565217,26.8,0,25,13.0
500268,0.030529,0.043,9,40,0.241667,0.3,7,3.0,0.0125,0.1,3,0.0,10.079167,21.9,20,20,15.75
196612,0.023588,0.038,10,35,0.358333,0.6,9,7.0,0.304348,1.0,1,1.0,22.347826,40.0,8,38,20.25
530960,0.031235,0.049,10,45,0.3375,0.4,9,5.0,0.4,0.6,7,0.0,15.716667,24.1,5,23,18.25
196633,0.024118,0.044,10,41,0.3375,0.5,11,6.0,0.434783,1.0,7,1.0,29.0,47.0,10,44,23.0
196469,0.019176,0.034,11,31,0.308333,0.4,22,5.0,0.0,0.0,0,0.0,11.869565,27.0,21,25,15.25
341659,0.025917,0.033,12,31,0.327778,0.4,8,5.0,0.005263,0.1,7,0.0,9.368421,13.4,8,12,12.0
501344,0.029647,0.04,9,37,0.145833,0.2,6,2.0,-0.429167,-0.3,12,0.0,2.516667,7.7,6,7,11.5
309447,0.009647,0.018,9,17,1.016667,1.3,3,15.0,0.991304,2.5,11,3.0,35.556521999999994,48.0,17,45,20.0
531753,0.036824,0.042,9,39,0.191667,0.4,8,5.0,0.225,1.0,8,1.0,6.466667,22.1,7,21,16.5
500712,0.013,0.027,10,25,0.55,0.8,0,9.0,0.166667,0.3,8,0.0,21.329167,32.2,20,30,16.0
375313,0.012857,0.025,9,23,1.0857139999999998,1.7,2,19.0,0.836364,3.0,21,4.0,38.542857,56.6,19,53,24.75
341843,0.022353,0.048,10,44,0.779167,1.3,12,15.0,0.995455,2.0,4,3.0,31.572727,69.1,8,67,32.25
563404,0.019,0.03,11,28,0.216667,0.3,10,3.0,0.291667,0.6,12,0.0,11.5875,30.9,22,28,14.75
592443,0.020118,0.029,11,27,0.429167,0.7,1,8.0,0.425,1.8,10,1.0,15.75,30.4,0,28,16.0
