Rownum,Predicteddate
1357,20071921.34363857
1358,20177180.371094868
1359,20133543.954304293
1360,20060752.594174314
1361,20083074.18766325
1362,20135855.386727516
1363,20090743.820562787
1364,20175992.281145204
1365,20040433.20075109
1366,20122301.565870833
1367,20048409.050616715
1368,20099632.263070885
1369,20110195.43091374
1370,20144786.568552542
1371,20156839.041863237
1372,20067087.4189464
1373,20051291.251243535
1374,20088628.69233626
1375,20047522.40303648
1376,20100685.822543234
1377,20061632.693066917
1378,20128511.889516946
1379,20166985.019453283
1380,19984326.65585104
1381,20159879.102730967
1382,20195906.316876464
1383,20183589.22404903
1384,20125378.371979184
1385,20123970.843079086
1386,20111302.007393308
1387,20094446.4283951
1388,20141233.200783823
1389,20087579.22799662
1390,20045597.39276612
1391,20135473.56705217
1392,20149976.53971858
1393,20061473.70881979
1394,20175120.953746136
1395,20071135.35515518
1396,20118692.25708807
1397,20149403.07589598
1398,20130098.439227942
1399,20056148.26384947
1400,20042240.887293864
1401,20120499.341711875
1402,20078069.015683487
1403,20162366.93187319
1404,20134889.09635033
1405,20136251.648689684
1406,20134356.618468348
1407,20149315.180420235
1408,20123299.23468095
1409,19982012.16830167
1410,20161716.96380771
1411,20117843.34045679
1412,20173854.044906516
1413,20101343.786682345
1414,20109653.212687496
1415,20099730.03141084
1416,20122407.768374003
1417,20122455.153712407
1418,20107759.85941578
1419,20095794.257911786
1420,20201133.27843795
1421,20154725.411979627
1422,20141038.893149972
1423,20057045.540318236
1424,20162130.879964486
1425,20107719.181256704
1426,20144854.792262245
1427,20152061.648412853
1428,20165235.810312845
1429,20107455.014236353
1430,20037636.772537068
1431,20139585.74633154
1432,20184293.579428926
1433,20057431.093033504
1434,20163202.733859316
1435,20175554.589675
1436,20031710.97970701
1437,20099806.470938403
1438,20054937.62341028
1439,20112199.7486945
1440,20139280.77996051
1441,20138660.55244194
1442,20146146.3438199
1443,20125876.385160152
1444,20167696.855935495
1445,20105545.385632925
1446,20144258.296551127
1447,20048215.94335981
1448,20080747.750515044
1449,20133143.639736626
1450,20157707.29251964
1451,20140533.012166355
1452,20177683.332991667
1453,20098185.33912689
1454,20157588.435770493
1455,20054323.521437526
1456,20146555.761223372
1457,20156119.867126442
1458,20175173.242939297
1459,20130826.993065584
1460,20136153.644068755
1461,20171094.04747411
1462,20091514.34785478
1463,20104126.23205335
1464,20164260.449427474
1465,20173957.354751747
1466,20030331.672335144
1467,20077443.867992092
1468,20128600.917292643
1469,20147147.43360514
1470,20104790.684144467
1471,20111775.365359716
1472,20028917.16056628
1473,20201232.88153905
1474,20128031.761063106
1475,20148109.25668278
1476,20120911.592895843
1477,20165191.56204159
1478,20052701.905014724
1479,20142020.274961937
1480,20111993.35226739
1481,20078743.76966005
1482,20139751.971980337
1483,20124036.42640208
1484,20184885.48546238
1485,20189569.355490014
1486,20135453.931895766
1487,20138632.08758768
1488,20138876.898193654
1489,20170591.157409072
1490,20147980.699644938
1491,20091599.92730394
1492,20062768.78504521
1493,20160250.64709426
1494,20121812.122690234
1495,20161021.652015377
1496,20149862.858246107
1497,20030142.202528678
1498,20156915.122359607
1499,20081877.639038287
1500,20131582.51242822
1501,20147671.85630698
1502,20142902.353245843
1503,20182559.976742648
1504,20167242.714978207
1505,20146418.591276836
1506,20074517.824173696
1507,20045046.900419798
1508,20128363.684473895
1509,20123480.70152301
1510,20113318.944609083
1511,20179216.31101887
1512,20167141.32202107
1513,20068869.763378322
1514,20097610.31210533
1515,20101103.11675657
1516,20159597.382384293
1517,19945596.2776198
1518,20095652.15575332
1519,20156105.828816727
1520,20136616.60567393
1521,20091009.949069794
1522,20033160.998547528
1523,20185625.913176257
1524,20189133.862113114
1525,20164597.76869177
1526,20061590.010932613
1527,20160413.50920166
1528,20146674.45672201
1529,20173014.122778285
1530,20170374.563877158
1531,20123203.72364482
1532,20169560.32581216
1533,20082866.120233916
1534,20180031.23690489
1535,20120762.66957818
1536,20095942.80366767
1537,20136008.935093135
1538,20155805.629318543
1539,20019456.66165042
1540,20126372.27095426
1541,20158123.604513813
1542,20124294.847542275
1543,20149351.085999995
1544,20012254.203788467
1545,20153610.05426794
1546,20129854.844109096
1547,20117007.481071666
1548,20115107.32124616
1549,20148265.405626006
1550,20112923.271973338
1551,20114359.69084
1552,20150443.694296576
1553,20017395.588888817
1554,20179184.825452577
1555,20148230.15680199
1556,20149667.73665107
1557,20175207.919568405
1558,20134234.172825254
1559,20027665.657858696
1560,20140589.15866856
1561,20088191.389154803
1562,20168707.753182657
1563,20163147.97318392
1564,20156576.966764275
1565,20142167.43152726
1566,20149330.565913476
1567,20131344.08932438
1568,20060831.387432046
1569,20138613.79036535
1570,20177138.204899807
1571,20050750.870047398
1572,20077983.607883323
1573,20186344.239177532
1574,20039843.880565405
1575,20132403.535895795
1576,20174536.876813885
1577,20084655.80822815
1578,20070453.860285476
1579,20101437.254047696
1580,20147661.156807147
1581,20141915.943023525
1582,20132733.430754993
1583,20100925.50983059
1584,20170325.430669136
1585,20119579.711221598
1586,19936672.82446358
1587,20147815.421279393
1588,20144193.445468962
1589,20127004.782349035
1590,20168470.205395043
1591,20151101.85155383
1592,20109546.96471882
1593,20078545.869679026
1594,20066952.62293665
1595,20140702.804008685
1596,20100616.5589267
1597,20104905.98807503
1598,20181313.713292103
1599,20052624.743564904
1600,20073927.302690644
1601,20056229.654555943
1602,20153438.3373283
1603,20158038.259692498
1604,20126723.53078353
1605,20170324.88800255
1606,20190806.41871999
1607,20180533.593834214
1608,20139420.525913842
1609,20090265.417849716
1610,20155616.64782476
1611,20034455.834281728
1612,20165400.872527514
1613,20182833.877870943
1614,20148078.329156455
1615,20156999.50789602
1616,20125404.09277495
1617,20039260.747581318
1618,20047177.08479699
1619,20179139.980737746
1620,20187411.91348053
1621,20191376.83331065
1622,20138259.083928492
1623,20098183.050102334
1624,20134388.919463705
1625,20171051.41398931
1626,20063007.56955822
1627,20148227.391942795
1628,20160046.747661408
1629,20112075.703589357
1630,20063718.736054808
1631,20035655.90299817
1632,20129247.419352196
1633,20056226.30165809
1634,20107399.8863947
1635,20141628.36669664
1636,20105747.877944034
1637,20177510.559285004
1638,20103720.695284784
1639,20090903.25849213
1640,20103990.081274707
1641,20147554.151312355
1642,20078881.678169172
1643,20063361.900139246
1644,20136798.418789525
1645,20165464.820699785
1646,20142372.59306141
1647,20151601.48295602
1648,20145926.90953875
1649,20012955.16380873
1650,20123239.8376804
1651,20172872.310397424
1652,20136140.42798071
1653,20158505.359105192
1654,20136401.650111523
1655,20123039.17287713
1656,20173986.162022326
1657,20173874.758328944
1658,20138262.69811238
1659,20158194.821424317
1660,20133879.53263896
1661,20090961.57437432
1662,20058936.240695905
1663,20183946.92806679
1664,20144755.018197183
1665,20162772.730510402
1666,20120165.284769684
1667,20009864.212704927
1668,20097606.86247997
1669,20027365.386201356
1670,20147745.749178648
1671,20137138.76894613
1672,20130693.491203357
1673,20171892.21150365
1674,20131027.132997874
1675,20172671.247083116
1676,20156138.406153742
1677,20142550.37208646
1678,20159034.792298295
1679,20103908.62585793
1680,20039695.332476895
1681,20156039.896058824
1682,20131778.295038447
1683,20149839.31863883
1684,20161204.398266084
1685,20168857.534704525
1686,20075143.862682153
1687,20110479.909835666
1688,20170884.72405284
1689,20119376.519021608
1690,20152575.79794076
1691,20131154.435462195
1692,20178525.26381936
1693,20147024.15959344
1694,20069665.80348199
1695,20161102.742753718
1696,20156484.38335253
1697,20121203.562411513
1698,20160871.29972746
1699,20125632.92217501
1700,20178413.80123964
1701,20149644.62493405
1702,20112139.955927413
1703,20091677.51122938
1704,20144028.34643306
1705,20160752.645942334
1706,20049887.98372263
1707,20081665.844042987
1708,20132228.570607454
1709,20146404.042212907
1710,20070455.777164016
1711,20150385.801865336
1712,20049684.554465823
1713,20006134.52003285
1714,20084150.97553512
1715,20121431.73671031
1716,20143641.37181827
1717,20086512.77530115
1718,20132191.451043222
1719,20136968.569565672
1720,20015130.27812024
1721,20140207.189278755
1722,20118388.354741413
1723,20139493.506769855
1724,20114766.900383003
1725,20144821.331766102
1726,20117269.98040722
1727,20083544.823463883
1728,20122043.60916149
1729,20118620.620885953
1730,20134488.296356943
1731,20132675.263643183
1732,20069555.594446756
1733,20142749.72509747
1734,20126967.465698294
1735,20170551.98416015
1736,20098680.795707233
1737,20117262.47691142
1738,20121681.58100584
1739,20098180.80904243
1740,20144628.872454338
1741,20042582.720320087
1742,20167169.53445942
1743,20185870.759192355
1744,20133000.504119918
1745,20174673.956647646
1746,20134180.480959322
1747,20125107.98293815
1748,20041663.224057265
1749,20130613.87590427
1750,20120477.285751436
1751,20162646.930099614
1752,20039411.298733328
1753,20113921.483630806
1754,20167223.82407848
1755,19989775.091992646
1756,20132778.67489416
1757,20148516.723096106
1758,20123714.283212822
1759,20138032.99263483
1760,20109991.151348144
1761,20019079.790087923
1762,20137237.18877905
1763,20055673.20866673
1764,20130170.4693987
1765,20183159.628072903
1766,20161766.724198516
1767,20046101.158243082
1768,20143110.835568715
1769,20155769.63521029
1770,20166437.808015488
1771,20134790.16524057
1772,20126763.87360387
1773,20116649.968780637
1774,20129312.095077433
1775,20103571.26644182
1776,20161683.471055437
1777,20117443.00132609
1778,20141547.621474784
1779,20158253.47267529
1780,20162517.42950451
1781,20147938.179379303
1782,20154332.94153065
1783,20154480.453292206
1784,20173273.114902493
1785,20049422.76697371
1786,20169708.777295273
1787,20058940.405197266
1788,20139587.49653051
1789,20061617.106304243
1790,19935615.697607327
1791,20121213.003582884
1792,20099406.137901627
1793,20128042.57313613
1794,20107318.368256375
1795,20127307.760916445
1796,20145781.188336503
1797,20140050.82471398
1798,20180496.800217953
1799,20143290.04309165
1800,20078126.086917922
1801,20186877.504286256
1802,20089983.860556845
1803,20127551.04490684
1804,20110256.849608686
1805,20047656.38042353
1806,20019309.51723634
1807,20191139.8396594
1808,20080086.280933313
1809,20116611.76341235
1810,20118666.345971353
1811,20059906.336773116
1812,20085510.455915954
1813,20156713.05609226
1814,20149751.785686392
1815,20137077.299319282
1816,20180402.581191335
1817,20135206.387927294
1818,20161476.44575016
1819,20090787.785468448
1820,20137287.544179276
1821,20141690.394489877
1822,20127456.170175087
1823,20082440.69315615
1824,20108642.071805917
1825,20134421.297157925
1826,20169123.86093575
1827,19996571.175209258
1828,20162936.342207145
1829,20071865.639273766
1830,20162407.87233775
1831,20117959.633139666
1832,20162852.328675956
1833,20171952.54995918
1834,20146872.76555694
1835,20085921.993733842
1836,20054236.90023861
1837,19989168.28281463
1838,20162537.657125745
1839,20005952.163151212
1840,20149251.274708062
1841,20040266.62656604
1842,20140333.61987819
1843,20130190.96305233
1844,20073047.15721504
1845,20145508.029213805
1846,20101008.564920213
1847,20101867.30937787
1848,20150967.876185786
1849,20174074.123912126
1850,20153438.3373283
1851,20012088.14736675
1852,20164199.95112843
1853,20062117.61410179
1854,20170246.30164404
1855,20069207.62919398
1856,20045161.55562557
1857,20141585.61439035
1858,20131533.644538593
1859,20107584.60404023
1860,20002297.987668097
1861,20083726.03401485
1862,20077091.50957829
1863,20035957.20149239
1864,20118996.323766265
1865,20069017.39377989
1866,20156457.86579969
1867,20150187.99550531
1868,20150815.067254182
1869,20148854.432205938
1870,20126833.206403457
1871,20181411.62542034
1872,20085532.705739
1873,20182717.075388838
1874,20085659.866404537
1875,20135026.41068954
1876,20170874.185543127
1877,20110686.393922456
1878,20122547.845750142
1879,20158943.979518518
1880,20121825.731383163
1881,20123499.8998093
1882,20118111.69690517
1883,20171183.83485273
1884,20149504.572751824
1885,20090681.596772432
1886,20108512.153687105
1887,20167043.452480216
1888,20016467.212067746
1889,20069079.122517243
1890,20085466.13320322
1891,20109321.23727418
1892,20144707.409741312
1893,20119794.020669915
1894,20184576.08842434
1895,20160577.512383442
1896,20131327.834524427
1897,20165836.215102598
1898,20156980.014784448
1899,20160361.107743066
1900,20096137.360250514
1901,20100418.706169117
1902,20143615.577764083
1903,20039183.116794705
1904,20107699.085975185
1905,20175537.15445156
1906,20112178.142511707
1907,20159436.992765207
1908,20168004.66393225
1909,20157592.441276222
1910,20178301.10810123
1911,20098340.728401806
1912,20092458.67886972
1913,20195426.29092084
1914,20113902.947923306
1915,20168340.807450708
1916,20051938.301047985
1917,20002600.471517418
1918,20174583.085092943
1919,20171230.828836374
1920,20125517.39894431
1921,20055537.547526196
1922,20126575.67850374
1923,20104926.362621013
1924,20157716.768436126
1925,20141591.551429704
1926,20175243.639740285
1927,20169725.145159066
1928,20089985.80086932
1929,20051883.831303064
1930,20158920.359423056
1931,20083982.728480577
1932,20157746.035495013
1933,20127604.482220277
1934,20118832.577657126
1935,20136131.54846227
1936,20165514.6256363
1937,20181175.1424623
1938,20146655.598496765
1939,20098868.246467482
1940,19965723.869731463
1941,20066274.617691062
1942,20141671.84415369
1943,20163663.230464872
1944,20147700.876983576
1945,20128450.873481706
1946,20038707.807413194
1947,20181617.788872126
1948,20160160.58883535
1949,20135720.73776909
1950,20170951.87066095
1951,20144768.839111514
1952,20143126.74852467
1953,20127177.34772416
1954,20136529.12972728
1955,20122738.378004093
1956,20141819.92978914
1957,20145692.210386835
1958,20128129.550625596
1959,20154355.767296337
1960,20160873.6871994
1961,20158361.529591065
1962,20185824.298432097
1963,20085294.717727605
1964,20104761.236805473
1965,20128613.229914416
1966,20117870.08804715
1967,20050827.09219355
1968,20129325.03168057
1969,20036107.147126097
1970,20138957.61813724
1971,20064528.51233721
1972,20143055.61768834
1973,20157556.322465874
1974,20157580.4174004
1975,20131461.01514019
1976,20164833.254044622
1977,20113572.278498195
1978,20098700.568598513
1979,20137250.948129337
1980,20112451.238999765
1981,20130528.58273127
1982,20159127.988075536
1983,20097446.24070196
1984,20162519.596067257
1985,20152806.244382847
1986,20066106.30699149
1987,20181829.42953252
1988,20162752.980148587
1989,20127383.069712624
1990,20047472.58601759
1991,20050579.912836764
1992,20100281.059444483
1993,20166131.956057876
1994,20096086.200495616
1995,20150334.110424753
1996,20121188.889704764
1997,20158298.97290571
1998,20152264.733177114
1999,20125369.568166055
2000,20094079.10927252
2001,20144943.650268186
2002,20104648.8426487
2003,20109310.607179403
2004,20171303.376998957
2005,20146550.798565667
2006,20167999.468818177
2007,20145899.014161225
2008,20085210.99260526
2009,20157883.17675697
2010,20174156.768861666
2011,20130472.061739944
2012,20161875.08669579
2013,20146821.301375393
2014,20128113.14549238
2015,20158170.74962184
2016,20076142.43981689
2017,20118902.1446972
2018,20147039.02350763
2019,20071849.626925547
2020,20138804.013945054
2021,20067214.187475394
2022,20180257.099640876
2023,20081399.263824377
2024,20108084.212770946
2025,20153239.303859573
2026,20176193.574871257
2027,20174475.500384152
2028,20038674.970608074
2029,20139205.91505908
2030,20141405.020146683
2031,20124309.400231097
2032,20096808.39595096
2033,20112944.69483751
2034,20165060.502215844
2035,20146796.52280116
2036,20174344.50481289
2037,20035968.06072543
2038,20097189.963955708
2039,20127297.261723496
2040,20186892.85388924
2041,20133869.29053674
2042,20184470.694324005
2043,20130814.75347674
2044,20148109.553546205
2045,20175901.652482625
2046,20128911.194783896
2047,20176142.905791223
2048,20168251.69864269
2049,20184218.4842152
2050,20082192.623721182
2051,20119771.611790005
2052,20078108.159456313
2053,20080587.21111163
2054,20169764.113008127
2055,20125245.18562631
2056,20172781.162511755
2057,20061229.284134224
2058,20188618.325647186
2059,20100261.926524512
2060,20086303.745264128
2061,20159691.037941243
2062,20135992.98750693
2063,20148512.34857764
2064,20155375.973326016
2065,20114426.46866837
2066,20168268.94423213
2067,19992379.65437932
2068,20144676.45321103
2069,20080500.213562187
2070,20113821.965811335
2071,20078621.808205873
2072,20138400.457503363
2073,20152643.52713897
2074,20172111.79158508
2075,20122872.618551847
2076,20139308.251965016
2077,20153919.166994896
2078,20174895.865914986
2079,20121029.738088563
2080,20086100.160645634
2081,20182791.28767442
2082,20161510.430640407
2083,20142697.789740123
2084,20109711.954639986
2085,20155367.74091418
2086,20162070.417129688
2087,20106488.06862786
2088,20129908.27444797
2089,20136753.89006377
2090,20094209.58318903
2091,20213347.650709625
2092,20147986.725266844
2093,20172276.826702278
2094,20150354.88248558
2095,20172115.94295287
2096,20122518.401002433
2097,20189656.23320346
2098,20146491.296345044
2099,20011290.582246616
2100,20191763.067687806
2101,20050600.51674596
2102,20114149.471379243
2103,20082582.49187925
2104,20167032.363628533
2105,20138319.39554632
2106,20097824.667565264
2107,20105740.40704374
2108,20161732.53434996
2109,20156855.38091629
2110,20100535.973236065
2111,20152575.92614193
2112,20166295.640804823
2113,20150510.669409677
2114,20110077.690165307
2115,20167887.181117594
2116,20147335.149707794
2117,20144931.589255657
2118,20070724.62312101
2119,20166437.21619521
2120,20165099.86853684
2121,20172845.747271445
2122,20115036.865518287
2123,20116301.666665446
2124,20166167.500981532
2125,20044260.336711686
2126,20130324.742757022
2127,20180586.94775485
2128,20146659.43409819
2129,20172966.494574472
2130,20165240.8236539
2131,20117092.930063233
2132,20146198.979908008
2133,20163441.11297372
2134,20117520.756364454
2135,20067253.865807533
2136,20194814.580047157
2137,20108760.3302447
2138,20057298.356324807
2139,20153827.757268775
2140,20106227.00725147
2141,20164894.479617234
2142,20138289.775009193
2143,20077503.605394866
2144,20079887.979098767
2145,20156950.80357922
2146,20038695.483454365
2147,20151968.480581436
2148,20149179.318306867
2149,20139655.24783389
2150,20187455.75896574
2151,20164923.330609586
2152,20077350.536124244
2153,20156142.58831954
2154,20165659.4578689
2155,20167309.577376265
2156,20158192.69024729
2157,20205839.18213243
2158,20160309.75674081
2159,20071362.62822361
2160,20120890.807126086
2161,20144053.623601086
2162,20021989.9013683
2163,20104792.672417115
2164,20138438.06717087
2165,20088598.168454472
2166,20144666.411624406
2167,20119196.86001854
2168,20157025.32419129
2169,20146222.453566577
2170,20114611.912196178
2171,20118328.90309405
2172,20151578.098827522
2173,20191033.616786364
2174,20173863.908407744
2175,20134927.24690113
2176,20121080.887107052
2177,20081186.31614295
2178,20116508.21523133
2179,20120478.05602336
2180,20157187.891197678
2181,20142695.078441463
2182,20157572.613311227
2183,20152721.054852348
2184,20142430.576006036
2185,20166916.88213495
2186,20173608.17574001
2187,20069253.171075616
2188,20171501.60375363
2189,20068955.829907678
2190,20098003.910768375
2191,20172746.313308682
2192,20132089.956373036
2193,20022832.239678804
2194,20134004.678728607
2195,20157646.012046404
2196,20162888.65658533
2197,20056819.60899506
2198,20169503.650095295
2199,20140185.697099436
2200,20161360.8484426
2201,20160847.409268655
2202,20167129.149734635
2203,20088773.920094486
2204,20188708.374933735
2205,20167968.187896203
2206,20000448.412190504
2207,20105016.068511494
2208,20110693.75595033
2209,20127688.881676905
2210,20152095.460136864
2211,20120467.0252523
2212,20110173.608284343
2213,20093269.412445426
2214,20140107.19627339
2215,20094914.62785665
2216,20147710.78816471
2217,20076602.43528203
2218,20161014.55792822
2219,20172466.392881736
2220,20187158.67042748
2221,20159992.833245482
2222,20139720.90142332
2223,20184983.041642476
2224,20136576.79082863
2225,20140369.3952666
2226,20184484.945356272
2227,20154350.670030385
2228,20110626.881430607
2229,20126343.697625026
2230,20011860.7371504
2231,20109645.100699067
2232,20130244.41926038
2233,20185776.926887438
2234,20041535.384424634
2235,20119840.561956618
2236,20141690.27313296
2237,20051365.61164406
2238,20101389.602976557
2239,20156106.420990806
2240,20156278.20726638
2241,20001210.459895536
2242,20134202.35847779
2243,20093227.228456825
2244,20059638.293824915
2245,20146577.163665242
2246,20138868.024941288
2247,20028420.823736437
2248,20133678.034552786
2249,20042722.349001084
2250,20086519.104811545
2251,20132145.02958818
2252,20132384.378727846
2253,20157875.108732767
2254,20086172.180281896
2255,20091294.419761784
2256,20153860.305373877
2257,20039558.118698742
2258,20113668.124493416
2259,20141878.555714812
2260,19985635.434376113
2261,20074890.00639244
2262,20045407.654909123
2263,20154470.475595582
2264,20125072.78426626
2265,20172412.074392382
2266,20130417.688281316
2267,20138398.468501866
2268,20138962.295979608
2269,20091054.16725145
2270,20156921.43472806
2271,20154104.97557514
2272,20118116.373214822
2273,20105658.179678276
2274,20174568.015290566
2275,20126159.625826996
2276,20158331.464309916
2277,20129663.31758491
2278,20088733.149241164
2279,20148981.197968163
2280,20058254.329795703
2281,20113560.93291201
2282,20029746.158406395
2283,20148791.69399979
2284,20164225.746327486
2285,20184399.92841449
2286,20136182.524150584
2287,20170982.34622613
2288,20157939.461077698
2289,20147411.419203788
2290,20037910.267195474
2291,20135376.113161366
2292,20070172.263422184
2293,20154665.852098018
2294,20043780.123298507
2295,20181376.63943458
2296,20098063.331220463
2297,20035500.313633494
2298,20087663.89747887
2299,20140950.547328237
2300,20146620.322167456
2301,20093876.673755452
2302,20114993.95012152
2303,20011360.92780013
2304,20121816.99371689
2305,20118183.625826687
2306,20021775.27267871
2307,20156736.407313086
2308,20156794.37846295
2309,20138295.040589083
2310,20159151.92079432
2311,20115573.498006385
2312,20163036.060597327
2313,20145435.941718407
2314,20112908.52530979
2315,20121707.699751675
2316,20175984.91571818
2317,20137983.57950112
2318,20152821.114834223
2319,20115012.813280452
2320,20153920.314276244
2321,20135882.312689826
2322,20125697.889217846
2323,20163115.104468785
2324,20158674.153689794
2325,20034379.83133735
2326,20153688.856517777
2327,20152822.707083505
2328,20128887.08918285
2329,20133843.151499853
2330,20019232.216622032
2331,20142904.93727531
2332,20155090.48938123
2333,20059259.31618487
2334,20040323.310779348
2335,20104319.334459078
2336,20102801.393483765
2337,20157276.582656104
2338,20106556.948590998
2339,20154216.498509623
2340,20098621.00762672
2341,20120380.83233409
2342,20103889.386630747
2343,20097676.070758086
2344,20174460.21239395
2345,20152913.453523118
2346,20146593.340348046
2347,20171981.35880537
2348,20155812.937480398
2349,20024934.950004566
2350,20146404.40257435
2351,20163585.06382988
2352,20136637.406973798
2353,20174774.072364442
2354,20160925.441253293
2355,20119671.63851229
2356,20176598.722704522
2357,20173455.998288084
2358,20141641.114407226
2359,20143023.55994058
2360,20171088.37010941
2361,20153902.98598114
2362,20150215.07912598
2363,20162259.994161762
2364,20152630.021877274
2365,20167550.69760871
2366,20101940.053604018
2367,20127488.05227467
2368,20105068.98632482
2369,20110855.87175533
2370,20191654.260310106
2371,20134766.646401744
2372,20127034.865972064
2373,20167513.628479093
2374,20099252.985672344
2375,20110429.596360553
2376,20118227.42266644
2377,20083686.03547345
2378,20080800.07252011
2379,20129193.152313992
2380,20171816.64631565
2381,20164567.170514222
2382,20177362.579621397
2383,20036773.461314596
2384,20145325.69581671
2385,20058731.463834934
2386,20057637.642110832
2387,20137128.61045163
2388,20148269.96047406
2389,20156033.77687604
2390,20188035.647572625
2391,20159711.29385929
2392,19994429.682827972
2393,20165672.34664483
2394,20069581.05164202
2395,20014490.320929814
2396,20129481.760853436
2397,20165239.570039082
2398,20094377.443559557
2399,20138906.921927847
2400,20117179.52993302
2401,20137306.077964492
2402,20157996.03709153
2403,20087962.931096084
2404,20130307.069929123
2405,20177609.728831727
2406,20076798.661964405
2407,20127827.262746826
2408,20100158.909266606
2409,20170197.01871485
2410,20174449.35203667
2411,20143278.450054184
2412,20046762.422256146
2413,19993272.77982872
2414,20123649.570668746
2415,20177866.83031607
2416,20160423.291203566
2417,20149532.6049167
2418,20170003.13171898
2419,20157544.805565357
2420,20170532.19586399
2421,20178375.16198983
2422,20181171.466448583
2423,20172886.46652941
2424,20084604.187910825
2425,20138278.445105128
2426,20143650.129751332
2427,20182151.093944483
2428,20085877.481268942
2429,20022356.726907913
2430,20068146.91507452
2431,20061885.787922908
2432,20126019.37905771
2433,20172577.12967388
2434,20096318.43255948
2435,20073231.825378306
2436,20158577.926557213
2437,20116506.844166577
2438,20154514.992354017
2439,20033462.331702195
2440,20143605.257571846
2441,20181978.453134876
2442,20093139.777707312
2443,20157118.080171365
2444,20155198.291540407
2445,20132068.703293733
2446,20122107.73170851
2447,20147480.848464698
2448,20046934.731458858
2449,20135680.440715067
2450,20112502.420179944
2451,20033297.338376023
2452,20120282.692569748
2453,20126004.745231822
2454,20050454.710328963
2455,20140875.560542025
2456,20141551.952458583
2457,20167811.689535324
2458,20133320.03315258
2459,20093049.35199024
2460,20106009.013891686
2461,20166557.79957191
2462,20113057.2128614
2463,20019349.077811416
2464,20046605.16856998
2465,20110472.943879098
2466,20063792.856612917
2467,20170291.43147647
2468,20178222.030268665
2469,20201877.861944683
2470,20087490.50195825
2471,20070990.297240052
2472,20164735.57393673
2473,20141150.561597668
2474,20179504.715224788
2475,20108679.347063232
2476,20072296.516387198
2477,20178554.21235783
2478,20056627.96387496
2479,20100676.231815863
2480,20169279.56890624
2481,20134224.776645225
2482,20037414.040004447
2483,20077555.771815844
2484,20153144.797836304
2485,20071441.542042226
2486,20164441.066674545
2487,20060866.99954514
2488,20169194.628876805
2489,20100874.876812637
2490,20178992.69685434
2491,20190789.030002143
2492,20027189.051449917
2493,20113319.17341346
2494,20136961.239502806
2495,20158101.975694258
2496,20154166.920328405
2497,20119750.649408568
2498,20132641.612172112
2499,20062372.77831968
2500,20122091.976302385
2501,20152350.488324817
2502,20079294.33808634
2503,20099055.506810676
2504,20089174.594425723
2505,20125626.92392296
2506,20146089.420206085
2507,20125792.3146924
2508,20074980.154385302
2509,20183943.75711184
2510,20136875.820285685
2511,20113767.247513857
2512,20175073.551364332
2513,20165603.207447518
2514,20142856.40167859
2515,20149535.986763027
2516,20158434.086266335
2517,20098806.05372473
2518,20166955.67849299
2519,20155991.313023917
2520,20134773.19810208
2521,20175523.814416606
2522,20155873.238428127
2523,20156289.130970646
2524,20158247.023403727
2525,20133530.22522904
2526,20040617.035201732
2527,20125656.190046646
2528,20087143.531093042
2529,20153501.858228445
2530,20132445.52070722
2531,20132051.113916792
2532,20161005.49029775
2533,20171350.945984162
2534,20152973.70796129
2535,20172300.206405576
2536,20104375.684803687
2537,20141118.14914312
2538,20085543.934688605
2539,20051097.988301694
2540,20042978.121003076
2541,20141060.2461109
2542,20192110.857358303
2543,20133136.36806131
2544,20069206.38056011
2545,20143026.674309246
2546,20109244.473220177
2547,20152763.105816927
2548,20145580.285305258
2549,20101234.011428718
2550,20106000.661868874
2551,20076030.752324656
2552,20135281.552097496
2553,20098351.107990585
2554,20156831.513103716
2555,20107259.294210594
2556,20164834.105231836
2557,20166489.31018265
2558,20010200.531198796
2559,20127914.579820335
2560,20146660.593235753
2561,20074756.89801279
2562,20146673.740455728
2563,20075232.229438026
2564,20119730.438439835
2565,20177047.660012417
2566,20133620.87136903
2567,20174673.092232317
2568,20140886.616319925
2569,20102616.732143335
2570,20093930.75232146
2571,20144684.972709075
2572,20177145.85281089
2573,20086353.621136986
2574,20179081.675366174
2575,20047084.421163116
2576,20149917.11354651
2577,20162830.132843442
2578,20054452.266673185
2579,20152359.90755999
2580,20152064.909184866
2581,20053142.71352697
2582,20068651.897730656
2583,20057702.723643668
2584,20133466.84588103
2585,20165251.885388892
2586,20071351.694321804
2587,20132493.8606775
2588,20152738.625893075
2589,20199217.498979516
2590,20144077.024588212
2591,20135729.610714205
2592,20163700.891892795
2593,19998527.82291287
2594,20161827.002927735
2595,20166411.18078066
2596,19992399.318239365
2597,20158884.253081467
2598,20168705.76026727
2599,20142688.79525256
2600,19940187.89836632
2601,20031692.51008849
2602,20115890.195706896
2603,20132394.478711963
2604,20126577.79861669
2605,20067848.80149407
2606,20152504.72881299
2607,20147596.35934674
2608,20106254.665880185
2609,20065026.12311286
2610,20147465.149556722
2611,20160573.07635572
2612,20157924.22021813
2613,20131774.131701864
2614,20103022.828320518
2615,20097968.960083738
2616,20157921.09663861
2617,20181850.69146386
2618,20150746.492377494
2619,20162394.288524847
2620,20138168.1763758
2621,20191409.215247024
2622,20036741.883377414
2623,20162920.749411687
2624,20019941.244381696
2625,20150850.677247584
2626,20167175.60355932
2627,20148847.32147883
