Rownum,Predicteddate
1240,20167151.301223468
1241,20128769.01004423
1242,20122437.78869111
1243,20172711.21448703
1244,20137738.70732245
1245,20130492.961093396
1246,20121782.983261015
1247,20180427.58435712
1248,20075864.243398905
1249,20180574.42940466
1250,20137566.140315246
1251,20150801.18905338
1252,20141091.045506634
1253,20161795.611487545
1254,20139094.193623856
1255,20087467.57712963
1256,20170952.981650267
1257,20139128.538054675
1258,19949759.09686726
1259,20040908.94855386
1260,20065519.72124643
1261,20141062.061679002
1262,20091898.243994396
1263,20166638.811402798
1264,20104813.411285233
1265,20083716.21075255
1266,20206256.289093923
1267,20124942.47676116
1268,20130565.235246994
1269,20133928.349750586
1270,20187712.184292626
1271,20155882.65433314
1272,20155780.561302446
1273,20137096.21697728
1274,20063081.449495792
1275,20108374.756879807
1276,20148805.629602272
1277,20175037.588829406
1278,20083298.639291797
1279,20019735.151851065
1280,20058207.787216384
1281,20160492.657746226
1282,20133832.532712355
1283,20113582.231684707
1284,20074083.663042687
1285,20114982.934260257
1286,20130285.214935396
1287,20141772.35002653
1288,20173503.783256482
1289,20165136.501862258
1290,20155854.441938885
1291,20145151.246139385
1292,20073940.562807973
1293,20123468.799286507
1294,20155978.94078109
1295,20102042.49671685
1296,20050079.5569096
1297,20129049.455263764
1298,20075031.629764967
1299,20049971.149541456
1300,20078171.661570176
1301,20164237.759545837
1302,20107347.92323377
1303,20128319.064060856
1304,20158785.602338705
1305,20149855.066735186
1306,20171282.77211132
1307,20133593.805429462
1308,20179511.87707428
1309,20125551.623327143
1310,20132402.588999152
1311,20146628.752638474
1312,20123407.352827415
1313,20158584.387863576
1314,20143133.304071397
1315,20123605.48819918
1316,20113645.38842014
1317,20153922.35890649
1318,20108801.08175265
1319,20104972.800518062
1320,20149248.878996845
1321,20177824.33683159
1322,20060270.30326956
1323,20137445.188450105
1324,20059006.818635717
1325,20071574.039094083
1326,20099635.753516283
1327,20149368.932340562
1328,20181127.040212043
1329,20156673.443186805
1330,20102802.5682011
1331,20077740.501383048
1332,20081408.302876554
1333,20139796.945631683
1334,20179728.023346208
1335,20170185.168505006
1336,20131693.862777248
1337,20153306.234278977
1338,20133335.620473832
1339,19994094.065774515
1340,20093513.230100952
1341,20094123.42629252
1342,20089874.799432233
1343,20159391.820173
1344,20178374.94887724
1345,20128763.082158394
1346,20039286.25075414
1347,20028003.78279662
1348,20058485.257004853
1349,20093982.865527228
1350,20131698.343248077
1351,20129447.68447243
1352,20146694.43158916
1353,20072782.874388438
1354,20124559.858632933
1355,20086198.13958551
1356,20165334.681396127
